SKU	Product Area	Rule Name	Rule ID	Config Reference	Original Description	Cursor Generated Description	Code Reference	Current Feature ID	Current Feature Name	Action	New Feature Alignment	Updates to rule logic
	Security	Data subject requests	data_subject_requests	data_retention_config → GDPR/CCPA request tracking	Check if there are too many data subject requests set up in the instance	"**Purpose:** Check if there are too many data subject requests set up in the instance

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Process pending data subject requests and ensure GDPR/CCPA compliance workflows are active."	www/data_audit/platform_health/operational_health/operational_health_evaluation_rules.py		Security	Update		
	Analytics	More than {{ metric_data_json.min_threshold }}% of employees should have level	employee_level_quality	Employee Sync (HRIS) → profile.data_json.employee.level	Employee levels are essential for determining employee seniority and for automatically initializing role seniority. This rule ensures that employee level field is not blank	"**Purpose:** Employee levels are essential for determining employee seniority and for automatically initializing role seniority. This rule ensures that employee level field is not blank

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Ensure employee level field is mapped in HRIS integration. Check Employee Sync field mappings."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	tm_dashboards	TM Analytics	Update		
	Analytics	More than {{ metric_data_json.min_threshold }}% of employees should have location country	employee_location_country_quality	Employee Sync (HRIS) → profile.data_json.employee.location_country	This rule ensures that country field is not blank since it is used in analytics dashboards for generating insights and for filtering	"**Purpose:** This rule ensures that country field is not blank since it is used in analytics dashboards for generating insights and for filtering

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Map location_country field in HRIS integration. Verify country data is available."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	tm_dashboards	TM Analytics	Update		
	Analytics	More than {{ metric_data_json.min_threshold }}% of employees should have email	employee_email_quality	Employee Sync (HRIS) → profile.data_json.employee.email	This rule ensures that email field is not blank for the employees since this field is used as a primary key in some of our datasets	"**Purpose:** This rule ensures that email field is not blank for the employees since this field is used as a primary key in some of our datasets

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Ensure employee email field is correctly mapped and populated in HRIS sync."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	tm_dashboards	TM Analytics	Update		
	Analytics	Discrepancy between count of employees that are alumni and employees with a termination_date must be less than {{ metric_data_json.discrepancy_threshold }}%	employee_is_alumni_and_termination_date_discrepancy_quality	Employee Sync (HRIS) → employee.is_alumni / employee.termination_date	This rule ensures that all employees who have left the organisation have a termination date present	"**Purpose:** This rule ensures that all employees who have left the organisation have a termination date present

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Verify termination_date is populated for all alumni employees in HRIS."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	tm_dashboards	TM Analytics	Update		
	Analytics	More than {{ metric_data_json.min_threshold }}% of employees should have first name	employee_first_name_quality	Employee Sync (HRIS) → profile.data_json.employee.first_name	This rule ensures that first name must be present for employees	"**Purpose:** This rule ensures that first name must be present for employees

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Ensure first_name field is mapped and populated in HRIS integration."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	tm_dashboards	TM Analytics	Update		
	Analytics	More than {{ metric_data_json.min_threshold }}% of employees should have last name	employee_last_name_quality	Employee Sync (HRIS) → profile.data_json.employee.last_name	This rule ensures that last name must be present for employees	"**Purpose:** This rule ensures that last name must be present for employees

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Ensure last_name field is mapped and populated in HRIS integration."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	tm_dashboards	TM Analytics	Update		
	Analytics	More than {{ metric_data_json.min_threshold }}% of employees should have hiring_date	employee_hiring_date_quality	Employee Sync (HRIS) → profile.data_json.employee.hire_date	This rule ensures that hiring date field is not blank for employees since it is important for analytics dashboard data accuracy	"**Purpose:** This rule ensures that hiring date field is not blank for employees since it is important for analytics dashboard data accuracy

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Map hire_date field in HRIS integration for accurate analytics."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	tm_dashboards	TM Analytics	Keep as is		
	Analytics	More than {{ metric_data_json.min_threshold }}% of employees should have location	employee_location_quality	Employee Sync (HRIS) → profile.data_json.employee.location	This rule ensures that location field is not blank for most of the employees	"**Purpose:** This rule ensures that location field is not blank for most of the employees

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Ensure location field is mapped in HRIS integration."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	tm_dashboards	TM Analytics	Keep as is		
	Analytics	More than {{ metric_data_json.min_threshold }}% of employees should have manager_id	employee_manager_id_quality	Employee Sync (HRIS) → profile.data_json.employee.manager_id	This rule ensures that manager's user id field is not blank. The manager_userid field is important for the org chart product to work, as the org chart can only be generated if manager ids	"**Purpose:** This rule ensures that manager's user id field is not blank. The manager_userid field is important for the org chart product to work, as the org chart can only be generated if manager ids

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Map manager_id field in HRIS integration. Required for org chart functionality."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	tm_dashboards	TM Analytics	Update		
	Analytics	More than {{ metric_data_json.min_threshold }}% of employees should have manager email	employee_manager_email_quality	Employee Sync (HRIS) → profile.data_json.employee.manager_email	This rule ensures that manager's email field is not blank for employees since this field is used as a filter in some of our datasets	"**Purpose:** This rule ensures that manager's email field is not blank for employees since this field is used as a filter in some of our datasets

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Map manager_email field in HRIS integration for reporting and notifications."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	tm_dashboards	TM Analytics	Update		
	Analytics	More than {{ metric_data_json.min_threshold }}% of employees should have lob (Line of Business)	employee_division_quality	Employee Sync (HRIS) → profile.data_json.employee.division	This rule ensures that the divsiion field is not blank. Division (line of business) is important to understand employee's role and for role auto initialisation to infer role business function	"**Purpose:** This rule ensures that the divsiion field is not blank. Division (line of business) is important to understand employee's role and for role auto initialisation to infer role business function

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Map division/LOB field in HRIS integration for business unit analytics."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	tm_dashboards	TM Analytics	Update		
	Analytics	More than {{ metric_data_json.min_threshold }}% of employees should have internal candidate profile	employee_internal_candidate_id_quality	Employee Sync (HRIS) → employee.internal_candidate_id linkage	This rule requires that more than a specified percentage of employees (above a set minimum threshold) have an internal candidate profile within the system, ensuring a strong link between each employee record and an internal candidate profile used for talent management activities.	"**Purpose:** This rule requires that more than a specified percentage of employees (above a set minimum threshold) have an internal candidate profile within the system, ensuring a strong link between each employee record and an internal candidate profile used for talent management activities.

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Ensure employee records are linked to internal candidate profiles during sync."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	tm_dashboards	TM Analytics	Update		
	Analytics	More than {{ metric_data_json.min_threshold }}% of profiles should have first_name	profile_first_name_quality	Candidate Sync (ATS) → profile.first_name	This rule ensures that first name must be present for candidates to accurately display names on dashboards and throughout our system	"**Purpose:** This rule ensures that first name must be present for candidates to accurately display names on dashboards and throughout our system

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Review the configuration settings for this rule in Admin Console or Integration Console."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	ta_dashboards	TA Analytics	Keep as is		
	Analytics	More than {{ metric_data_json.min_threshold }}% of profiles should have last_name	profile_last_name_quality	Candidate Sync (ATS) → profile.last_name	This rule ensures that last name must be present for candidates to accurately display names on dashboards and throughout our system	"**Purpose:** This rule ensures that last name must be present for candidates to accurately display names on dashboards and throughout our system

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Review the configuration settings for this rule in Admin Console or Integration Console."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	ta_dashboards	TA Analytics	Keep as is		
	Analytics	Funnel Metric - There must be more applications in 'new_applicant' stagegroup than 'phonescreen' stagegroup	application_funnel_more_new_applicants_than_phonescreen	ats_config → stage_map / diversity_dashboard_config → application_stage_map	This metric ensures that the count of applications in 'new_applicant' stagegroup is more than application in 'phonescreen' stagegroup so that the funnel integrity is maintained	"**Purpose:** This metric ensures that the count of applications in 'new_applicant' stagegroup is more than application in 'phonescreen' stagegroup so that the funnel integrity is maintained

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Review stage mappings in ats_config → stage_map. Ensure funnel progression is logical."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	ta_dashboards	TA Analytics	Keep as is		
	Analytics	Funnel Metric - There must be more applications in 'phonescreen' stagegroup than 'onsite' stagegroup	application_funnel_more_phonescreen_than_onsite	ats_config → stage_map / diversity_dashboard_config → application_stage_map	This metric ensures that the count of applications in 'phonescreen' stagegroup is more than application in 'onsite' stagegroup so that the funnel integrity is maintained	"**Purpose:** This metric ensures that the count of applications in 'phonescreen' stagegroup is more than application in 'onsite' stagegroup so that the funnel integrity is maintained

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Review stage mappings in ats_config → stage_map. Ensure funnel progression is logical."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	ta_dashboards	TA Analytics	Keep as is		
	Analytics	Funnel Metric - There must be more applications in 'onsite' stagegroup than 'offer' stagegroup	application_funnel_more_onsite_than_offer	ats_config → stage_map / diversity_dashboard_config → application_stage_map	This metric ensures that the count of applications in 'onsite' stagegroup is more than application in 'offer' stagegroup so that the funnel integrity is maintained	"**Purpose:** This metric ensures that the count of applications in 'onsite' stagegroup is more than application in 'offer' stagegroup so that the funnel integrity is maintained

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Review stage mappings in ats_config → stage_map. Ensure funnel progression is logical."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	ta_dashboards	TA Analytics	Keep as is		
	Analytics	Funnel Metric - There must be more applications in 'offer' stagegroup than 'hired' stagegroup	application_funnel_more_offer_than_hired	ats_config → stage_map / diversity_dashboard_config → application_stage_map	This metric ensures that the count of applications in 'offer' stagegroup is more than application in 'hired' stagegroup so that the funnel integrity is maintained	"**Purpose:** This metric ensures that the count of applications in 'offer' stagegroup is more than application in 'hired' stagegroup so that the funnel integrity is maintained

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Review stage mappings in ats_config → stage_map. Ensure funnel progression is logical."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	ta_dashboards	TA Analytics	Keep as is		
	Analytics	More than {{ metric_data_json.min_threshold }}% of applications should have source_type	application_source_type_quality	Candidate Sync (ATS) → application.source_type	This metric ensures that applications must have source_type. This is critical to identify where the application was created from.	"**Purpose:** This metric ensures that applications must have source_type. This is critical to identify where the application was created from.

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Map source_type field in ATS integration for accurate source tracking."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	ta_dashboards	TA Analytics	Keep as is		
	Analytics	More than {{ metric_data_json.min_threshold }}% of applications must be in offer stage group	application_offer_stage_group_quality	ats_config → stage_map → offer stage group	This metric ensures that some applications must be present in offer stage group. In case this metric fails, please check the stages the applications are in, and make sure there are stages in the stagemap mapped to 'offer' stage	"**Purpose:** This metric ensures that some applications must be present in offer stage group. In case this metric fails, please check the stages the applications are in, and make sure there are stages in the stagemap mapped to 'offer' stage

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Configure stage mappings in ats_config → stage_map or diversity_dashboard_config → application_stage_map."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	ta_dashboards	TA Analytics	Keep as is		
	Analytics	More than {{ metric_data_json.min_threshold }}% of applications must be in phonescreen stage group	phonescreen_stage_group_quality	ats_config → stage_map → phonescreen stage group	This metric ensures that some applications must be present in phonescreen stage group. In case this metric fails, please check the stages the applications are in, and make sure there are stages in the stagemap mapped to 'phonescreen' stage	"**Purpose:** This metric ensures that some applications must be present in phonescreen stage group. In case this metric fails, please check the stages the applications are in, and make sure there are stages in the stagemap mapped to 'phonescreen' stage

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Configure stage mappings in ats_config → stage_map or diversity_dashboard_config → application_stage_map."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	ta_dashboards	TA Analytics	Delete		
	Analytics	More than {{ metric_data_json.min_threshold }}% of applications must be in new_applicant stage group	application_new_applicant_stage_group_quality	ats_config → stage_map → new_applicant stage group	This metric ensures that some applications must be present in new applicant stage group. In case this metric fails, please check the stages the applications are in, and make sure there are stages in the stagemap mapped to 'new applicant' stage	"**Purpose:** This metric ensures that some applications must be present in new applicant stage group. In case this metric fails, please check the stages the applications are in, and make sure there are stages in the stagemap mapped to 'new applicant' stage

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Configure stage mappings in ats_config → stage_map or diversity_dashboard_config → application_stage_map."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	ta_dashboards	TA Analytics	Delete		
	Analytics	More than {{ metric_data_json.min_threshold }}% of applications must be in an onsite/interview stage group	application_onsite_or_interview_stage_group_quality	ats_config → stage_map → onsite stage group	This metric ensures that some applications must be present in onsite stage group. In case this metric fails, please check the stages the applications are in, and make sure there are stages in the stagemap mapped to 'onsite' stage	"**Purpose:** This metric ensures that some applications must be present in onsite stage group. In case this metric fails, please check the stages the applications are in, and make sure there are stages in the stagemap mapped to 'onsite' stage

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Configure stage mappings in ats_config → stage_map or diversity_dashboard_config → application_stage_map."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	ta_dashboards	TA Analytics	Keep as is		
	Analytics	More than {{ metric_data_json.min_threshold }}% of applications must be in hired stage group	application_hired_stage_group_quality	ats_config → stage_map → hired stage group	This metric ensures that some applications must be present in hired stage group. In case this metric fails, please check the stages the applications are in, and make sure there are stages in the stagemap mapped to 'hired' stage	"**Purpose:** This metric ensures that some applications must be present in hired stage group. In case this metric fails, please check the stages the applications are in, and make sure there are stages in the stagemap mapped to 'hired' stage

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Configure stage mappings in ats_config → stage_map or diversity_dashboard_config → application_stage_map."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	ta_dashboards	TA Analytics	Keep as is		
	Analytics	More than {{ metric_data_json.min_threshold }}% of positions should have status	position_status_data_quality	Position Sync (ATS) → position.status	This metric ensures that status must be present for positions. This is important for analytics and is also used in the positions page	"**Purpose:** This metric ensures that status must be present for positions. This is important for analytics and is also used in the positions page

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Ensure position status field is mapped in ATS integration."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	ta_dashboards	TA Analytics	Keep as is		
	Analytics	More than {{ metric_data_json.min_threshold }}% of positions should have location_country	position_location_country_quality	Position Sync (ATS) → position.location_country	This metric ensures that location_country must be present for positions. This is important for analytics and is generally used while evaluating important metrics like time to fill, time to hire etc	"**Purpose:** This metric ensures that location_country must be present for positions. This is important for analytics and is generally used while evaluating important metrics like time to fill, time to hire etc

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Map position location_country field in ATS integration."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	ta_dashboards	TA Analytics	Update		
	Analytics	More than {{ metric_data_json.min_threshold }}% of positions should have hiring manager name	position_hiring_manager_name_data_quality	Position Sync (ATS) → position.hiring_manager_name	This metric ensures that HM name must be present for positions. This is important for analytics since this field is used as a filter in some of our dashboards	"**Purpose:** This metric ensures that HM name must be present for positions. This is important for analytics since this field is used as a filter in some of our dashboards

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Map hiring manager fields in ATS integration via custom_fields_v2."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	ta_dashboards	TA Analytics	Update		
	Analytics	More than {{ metric_data_json.min_threshold }}% of positions should have title	position_title_data_quality	Position Sync (ATS) → position.title	This metric ensures that title must be present for positions. This is important for analytics dashboards and is also used in the positions page	"**Purpose:** This metric ensures that title must be present for positions. This is important for analytics dashboards and is also used in the positions page

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Ensure position title field is mapped in ATS integration."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	ta_dashboards	TA Analytics	Update		
	Analytics	More than {{ metric_data_json.min_threshold }}% of positions should have business_unit	position_business_unit_data_quality	Position Sync (ATS) → position.business_unit	This metric ensures that business_unit must be present for positions. This is important for analytics and is generally used while evaluating customer usage and success metrics	"**Purpose:** This metric ensures that business_unit must be present for positions. This is important for analytics and is generally used while evaluating customer usage and success metrics

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Map business_unit field in ATS integration via custom_fields_v2."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	ta_dashboards	TA Analytics	Update		
	Analytics	Hired stage group mapping should be set up in stagemap	stagemap_hired	ats_config → stage_map → hired stage group mapping	This metric ensures that stages must be mapped to the hired stage group. In case this metric fails, make sure there are stages in the ATS config stagemap mapped to 'hired' stage	"**Purpose:** This metric ensures that stages must be mapped to the hired stage group. In case this metric fails, make sure there are stages in the ATS config stagemap mapped to 'hired' stage

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Configure stage group mappings in ats_config → stage_map. Ensure all stages are mapped."	www/data_audit/platform_health/config_health/ats_config_health_configurable_rules.py	ta_dashboards	TA Analytics	Delete		
	Analytics	Configure field mappings to classify open positions in analytics	custom_fields_v2_position_is_open	custom_fields_v2 → position → is_open field mapping	"This metric ensures that is_open fields is correctly mapped and must be present for positions. This is important for analytics since this field is used as a filter in some of our dashboards

Please refer to the Sample Configs to find examples for the 'is_open' custom field mapping. For SuccessFactors refer to 'Sample Successfactors Field Mapping'; For ORC refer to 'Sample (1) ORC Integration System'."	"**Purpose:** This metric ensures that is_open fields is correctly mapped and must be present for positions. This is important for analytics since this field is used as a filter in some of our dashboards

Please refer to the Sample Configs to find examples for the 'is_open' custom field mapping. For SuccessFactors refer to 'Sample Successfactors Field Mapping'; For ORC refer to 'Sample (1) ORC Integration System'.

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Map is_open field in custom_fields_v2 → position configuration."	www/data_audit/platform_health/config_health/ats_config_health_configurable_rules.py	ta_dashboards	TA Analytics	Keep as is		
	Analytics	ATS config key for classifying applications as 'internal' should be present	internal_app_regex	ats_config → internal_app_regex source type classification	The ATS config key 'internal_app_regex' must be added. This must be setup using the source_type values which correspond to internal applications, so that we can accurately classify them as internal in analytics	"**Purpose:** The ATS config key 'internal_app_regex' must be added. This must be setup using the source_type values which correspond to internal applications, so that we can accurately classify them as internal in analytics

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Configure internal_app_regex in ats_config to classify internal applications by source_type."	www/data_audit/platform_health/config_health/ats_config_health_configurable_rules.py	ta_dashboards	TA Analytics	Keep as is		
	Analytics	ATS config key for classifying applications as 'referral' should be present	referral_regex	ats_config → referral_regex source type classification	The ATS config key 'referral_regex' must be added. This must be setup using the source type values which correspond to referral applications, so that we can accurately classify them as referral in analytics	"**Purpose:** The ATS config key 'referral_regex' must be added. This must be setup using the source type values which correspond to referral applications, so that we can accurately classify them as referral in analytics

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Configure referral_regex in ats_config to classify referral applications by source_type."	www/data_audit/platform_health/config_health/ats_config_health_configurable_rules.py	ta_dashboards	TA Analytics	Keep as is		
	Analytics	Internal applications should be more than {{ metric_data_json.min_threshold }}% and less than {{ metric_data_json.max_threshold }}%	internal_applications	ats_config → internal_app_regex percentage tracking	This metric tracks the percentage of internal applications. In order to capture the correct source types which indicate an internal application, set the 'internal_app_regex' key in ATS config.	"**Purpose:** This metric tracks the percentage of internal applications. In order to capture the correct source types which indicate an internal application, set the 'internal_app_regex' key in ATS config.

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Review the configuration settings for this rule in Admin Console or Integration Console."	www/data_audit/platform_health/config_health/ats_config_health_configurable_rules.py	ta_dashboards	TA Analytics	Delete		
	Analytics	Referral applications should be more than {{ metric_data_json.min_threshold }}% and less than {{ metric_data_json.max_threshold }}%	referral_applications	ats_config → referral_regex percentage tracking	This metric tracks the percentage of referral applications. In order to capture the correct source types which indicate a referral application, set the 'referral_regex' key in ATS config.	"**Purpose:** This metric tracks the percentage of referral applications. In order to capture the correct source types which indicate a referral application, set the 'referral_regex' key in ATS config.

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Configure referral_regex in ats_config to classify referral applications by source_type."	www/data_audit/platform_health/config_health/ats_config_health_configurable_rules.py	ta_dashboards	TA Analytics	Delete		
	Analytics	More than {{ metric_data_json.min_threshold }}% of open positions should have recruiter name	open_position_recruiter_name_data_quality	Position Sync (ATS) → position.recruiter_name	This metric ensures that recruiter_name must be present for positions. This is important for analytics dashboards and is also used in the positions page	"**Purpose:** This metric ensures that recruiter_name must be present for positions. This is important for analytics dashboards and is also used in the positions page

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Map recruiter fields in ATS integration via custom_fields_v2."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	ta_dashboards	TA Analytics	Update		
	Analytics	More than {{ metric_data_json.min_threshold }}% of open positions should have recruiter email	open_position_recruiter_email_data_quality	Position Sync (ATS) → position.recruiter_email	This metric ensures that recruiter_email must be present for positions. This is important for analytics dashboards and is also used in the positions page	"**Purpose:** This metric ensures that recruiter_email must be present for positions. This is important for analytics dashboards and is also used in the positions page

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Map recruiter fields in ATS integration via custom_fields_v2."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	ta_dashboards	TA Analytics	Update		
	Analytics	More than {{ metric_data_json.min_threshold }}% applications should be in a stage group that is not 'Others'	application_stage_group_quality	ats_config → stage_map → all stage groups (not 'Others')	This metric ensures that a percentage of applications must be in a stage group other than 'Others'	"**Purpose:** This metric ensures that a percentage of applications must be in a stage group other than 'Others'

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Configure stage mappings in ats_config → stage_map or diversity_dashboard_config → application_stage_map."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	ta_dashboards	TA Analytics	Delete		
	Analytics	More than {{ metric_data_json.min_threshold }}% applications should have rejection reason	application_rejection_reason_quality	Candidate Sync (ATS) → application.rejection_reason	This rule ensures that rejected applications must have a rejection reason	"**Purpose:** This rule ensures that rejected applications must have a rejection reason

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Map rejection reason field in ATS integration via custom_fields_v2."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	ta_dashboards	TA Analytics	Keep as is		
	Analytics	More than {{ metric_data_json.min_threshold }}% of hired applications should have hired_ts	application_hired_ts_quality	Candidate Sync (ATS) → application.hired_ts	This rule ensures that applications with hires must have hired_ts populated	"**Purpose:** This rule ensures that applications with hires must have hired_ts populated

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Ensure hired_ts is populated when applications reach hired stage."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	ta_dashboards	TA Analytics	Update		
	Analytics	More than {{ metric_data_json.min_threshold }}% of applications should have application_ts	application_ts_quality	Candidate Sync (ATS) → application.application_ts	This rule ensures that all applications must have application_ts populated	"**Purpose:** This rule ensures that all applications must have application_ts populated

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Verify application_ts is captured during application sync."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	ta_dashboards	TA Analytics	Keep as is		
	Analytics	More than {{ metric_data_json.min_threshold }}% of applications should have profile_id	application_profile_id_quality	Candidate Sync (ATS) → application.profile_id	This rule ensures that all applications are associated with a profile_id must have profile_id populated	"**Purpose:** This rule ensures that all applications are associated with a profile_id must have profile_id populated

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Ensure applications are linked to profile records during sync."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	ta_dashboards	TA Analytics	Update		
	Analytics	More than {{ metric_data_json.min_threshold }}% of applications should have application_id	application_id_quality	Candidate Sync (ATS) → application.application_id	This rule ensures that all applications must have application_id populated. This field is a unique identifier for the application	"**Purpose:** This rule ensures that all applications must have application_id populated. This field is a unique identifier for the application

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Verify application_id is populated for all applications."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	ta_dashboards	TA Analytics	Keep as is		
	Analytics	More than {{ metric_data_json.min_threshold }}% of applications should have stage_ts	application_stage_ts_quality	Candidate Sync (ATS) → application.stage_ts	This rule ensures that all application stages must have stage_ts populated	"**Purpose:** This rule ensures that all application stages must have stage_ts populated

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Ensure stage_ts is captured for all stage transitions."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	ta_dashboards	TA Analytics	Keep as is		
	Analytics	More than {{ metric_data_json.min_threshold }}% of positions should have hiring_manager email	position_hiring_manager_email_data_quality	Position Sync (ATS) → position.hiring_manager_email	This metric ensures that hiring manager email must be present for positions	"**Purpose:** This metric ensures that hiring manager email must be present for positions

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Map hiring manager fields in ATS integration via custom_fields_v2."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	ta_dashboards	TA Analytics	Keep as is		
	Analytics	More than {{ metric_data_json.min_threshold }}% of posted positions should have job_function	position_job_function_data_quality	Position Sync (ATS) → position.job_function	This metric ensures that positions have a job function	"**Purpose:** This metric ensures that positions have a job function

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Map job_function field in ATS integration."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	ta_dashboards	TA Analytics	Update		
	Analytics	More than {{ metric_data_json.min_threshold }}% of positions should have creation_ts	position_creation_ts_data_quality	Position Sync (ATS) → position.creation_ts	This metric ensures that creation_ts must be present for positions	"**Purpose:** This metric ensures that creation_ts must be present for positions

**Impact:** Rule failure indicates data quality or configuration issues that may affect system functionality and reporting accuracy.

**To Fix:** Ensure creation_ts field is captured during position sync."	www/data_audit/platform_health/data_health/data_health_evaluation_rules.py	ta_dashboards	TA Analytics	Keep as is		
