SKU	Product Area	Rule Name	Rule ID	Config Reference	Description	Cursor Generate Description	Current Feature ID	Current Feature Name	Action to be taken	New Feature Alignment	Updates to rule logic (If needed)
Talent Intelligence Platform	Candidate Sync Lag Rule	candidate_sync_lag_rule	#N/A	This rule evaluates the health of candidate sync for the group_id. Candidate sync lag must be lower than 60 minutes for the last 7 days for this rule to pass.	NA	integrations	Integrations	Keep as is	HR Systems Integrations	NA
Talent Intelligence Platform	Employee Sync Lag Rule	employee_sync_lag_rule	#N/A	This rule evaluates the health of employee sync for the group_id. Employee sync lag must be lower than 24 hours for the last 7 days for this rule to pass.	NA	integrations	Integrations	Keep as is	HR Systems Integrations	NA
Talent Intelligence Platform	Candidate Webhook Sync Rule	candidate_webhook_sync_rule	#N/A	This rule evaluates the health of candidate webhook syncs for the group_id. Atleast 90% of webhook candidate syncs from last 7 days should pass.	NA	integrations	Integrations	Update	HR Systems Integrations	Should be applicable for supported adaptors only
Talent Intelligence Platform	Position Webhook Sync Rule	position_webhook_sync_rule	#N/A	This rule evaluates the health of position webhook syncs for the group_id. Atleast 90% of webhook position syncs from last 7 days should pass.	NA	integrations	Integrations	Update	HR Systems Integrations	Should be applicable for supported adaptors only
Talent Intelligence Platform	Webhook Event Failure Rule	webhook_event_failure_rule	#N/A	This rule evaluates the health of webhook events for the group_id.	NA	integrations	Integrations	Update	HR Systems Integrations	Should be applicable for supported adaptors only
Talent Intelligence Platform	Webhook should be set up for candidate and position	webhook_enabled	#N/A	webhook_settings.status should be enabled	NA	integrations	Integrations	Update	HR Systems Integrations	Should be applicable for supported adaptors only
Talent Intelligence Platform	Hired stage group mapping should be set up in stagemap	stagemap_hired	#N/A	This rule ensures that the hired stage group mapping is set up in ATS config stagemap. The hired stage group must be defined to evaluate the 'Average Days to Hire' metric and crucial for identifying candidates as 'hired'.		integrations	Integrations	Update	HR Systems Integrations	NA
Talent Intelligence Platform	Custom Field mapping for application.reason field should be setup	custom_fields_v2_application_reason	#N/A	"Config Key: custom_fields_v2_application_reason
Description
This health rule validates that the application.reason field is properly configured in the Custom Fields V2 mapping for your ATS integration. The application.reason field captures rejection reasons when candidates are moved to rejection stages in the hiring workflow.
What It Checks
Verifies that custom_fields_v2 > application > reason is configured in your Integration System
Ensures the mapping correctly extracts rejection reason data from your source ATS
Why It Matters
Proper configuration of the application.reason field is critical for:
Talent Analytics & Reporting
Rejection reason data populates the rejection_reason field in the Data Warehouse (Application table)
Powers analytics dashboards and hiring funnel reports
Enables rejection reason trend analysis over time
AI Model Training
Rejection reasons are used in Outcome Data classification
Helps distinguish between ""not screened"" vs ""not qualified"" rejection types
Improves candidate scoring and recommendation accuracy
Workflow Automation
Enables rejection reason-based triggers in Workflow Automation Center
Allows custom actions based on specific rejection reasons
Supports compliance and auditing requirements
Candidate Experience
Proper tracking ensures rejection reasons are available for candidate communications
Maintains historical context for re-applications
Impact of Missing Configuration
Without this mapping:
Rejection reason data will not flow from your ATS to Eightfold
Analytics reports will show blank/null values for rejection reasons
Outcome data classification accuracy may be reduced
Workflow automation rules based on rejection reasons will not trigger"		integrations	Integrations	Update	HR Systems Integrations	NA
Talent Intelligence Platform	Custom Field mapping for position.recruiter field should be setup	custom_fields_v2_position_recruiter	#N/A	General custom_fields_v2.position configurations that can include recruiter field mappings to be populated for position details. Also used in screening dashboard and analytics contexts - Workday		integrations	Integrations	Update	HR Systems Integrations	NA
Talent Intelligence Platform	Custom Field mapping for position.hiring_manager field should be setup	custom_fields_v2_position_hiring_manager	#N/A	General custom_fields_v2.position configurations that can include hiring manager field mappings to be populated for position details. Also used in screening dashboard and analytics contexts - Workday		integrations	Integrations	Update	HR Systems Integrations	NA
Talent Intelligence Platform	Custom Field mapping for custom_fields_v2.position.hiring_band field should be setup	custom_fields_v2_position_hiring_band	#N/A	"Salary/compensation bands: Categorizes positions into compensation levels (e.g., 'C', 'Band 1', 'Senior Level')
Job leveling: Helps determine seniority and responsibility levels
Career progression: Used for internal mobility and promotion tracking"		integrations	Integrations	Update	HR Systems Integrations	This rule is to ensure, position hiring bands are correctly mapped into eightfold as internal mobility config is dependent on these
Talent Intelligence Platform	Custom Field mapping for position.job_function field should be setup	custom_fields_v2_position_job_function	#N/A	"Analytics usage:
Used in Spark SQL queries for position analytics
Part of position data warehouse schema
Used for job categorization and reporting
The job_function field is typically handled automatically by ATS adapters through their standard field mappings rather than requiring custom field configuration."		integrations	Integrations	Update	HR Systems Integrations	This rule is to ensure standard position field is mapped into eightfold as this as downstream usecases in dashboards, filters, role, display purpose
Talent Intelligence Platform	Custom Field mapping for position.business_unit field should be setup	custom_fields_v2_position_business_unit	#N/A	"Data health rule: position_business_unit_data_quality checks that 95% of positions have non-null business_unit values
Analytics: Used in position data analytics and MySQL/Redshift consistency checks
Business intelligence: Critical for organizational reporting and position categorization"		integrations	Integrations	Update	HR Systems Integrations	This rule is to ensure standard position field is mapped into eightfold as this as downstream usecases in dashboards, filters, role, display purpose
Talent Intelligence Platform	Custom Field mapping for application.race field should be setup	custom_fields_v2_application_race	#N/A	"Jobvite: Extracts from race field, filtering out 'Undefined' values
Workday: Extracts from multiple EEOC race/ethnicity reference fields (wd:race, wd:Ethnicity_Reference, wd:Ethnicity)
Standard ATS model: All ATS adapters support the race field
EEOC context: Like other EEOC fields (veteran_status, disability_status, gender), race is typically handled automatically by ATS adapters as part of EEOC compliance requirements rather than requiring custom field mapping."		integrations	Integrations	Update	HR Systems Integrations	NA
Talent Intelligence Platform	Custom Field mapping for application.gender field should be setup	custom_fields_v2_application_gender	#N/A	"Jobvite: Extracts from gender field and fallback to customField array
Workday: Extracts from multiple EEOC gender reference fields (wd:gender, wd:Gender_Reference, wd:Gender)
Standard ATS model: All ATS adapters support the gender field
EEOC context: Like other EEOC fields (veteran_status, disability_status), gender is typically handled automatically by ATS adapters rather than requiring custom field mapping."		integrations	Integrations	Update	HR Systems Integrations	NA
Talent Intelligence Platform	Custom Field mapping for application.disability_status field should be setup	custom_fields_v2_application_disability_status	#N/A	"SuccessFactors: Uses picklist field disabilityStatus with specific regex patterns
Workday: Extracts from EEOC questionnaire data with built-in logic
Standard ATS model: All ATS adapters support the disability_status boolean field
EEOC context: Like veteran status, disability status is typically handled automatically by ATS adapters as part of EEOC compliance requirements rather than requiring custom field mapping."		integrations	Integrations	Update	HR Systems Integrations	NA
Talent Intelligence Platform	Custom Field mapping for application.veteran_status field should be setup	custom_fields_v2_application_veteran_status	#N/A	"Built-in extraction: Multiple ATS adapters have dedicated functions for veteran status extraction:
Jobvite: a.veteran_status = not regex_utils.search(r'^(decline|not)\b', application['veteranStatus'].lower())
SuccessFactors: extract_veteran_status() with regex matching for ""I am a protected veteran""
Workday: extract_candidate_veteran_status() from EEOC data"		integrations	Integrations	Update	HR Systems Integrations	NA
Talent Intelligence Platform	Custom Field mapping for candidate.race field should be setup	custom_fields_v2_candidate_race	#N/A	"Workday extraction: Built-in functions extract race/ethnicity from EEOC data using _get_field_value()
EEOC compliance: Used for Equal Employment Opportunity Commission reporting and diversity tracking
Data sources: Extracted from application questionnaires and EEOC forms"		integrations	Integrations	Update	HR Systems Integrations	NA
Talent Intelligence Platform	Custom Field mapping for candidate.gender field should be setup	custom_fields_v2_candidate_gender	#N/A	"Workday extraction: Built-in functions extract gender from EEOC data using _get_field_value()
EEOC compliance: Used for Equal Employment Opportunity Commission reporting
Data sources: Extracted from application questionnaires and EEOC forms"		integrations	Integrations	Update	HR Systems Integrations	NA
Talent Intelligence Platform	Custom Field mapping for candidate.disability_status field should be setup	custom_fields_v2_candidate_disability_status	#N/A	"Workday extraction: Built-in functions extract_candidate_disability_status() in Workday adapters handle disability status extraction
EEOC compliance: Used for Equal Employment Opportunity Commission reporting and accessibility compliance
Data sources: Extracted from application questionnaires and EEOC forms"		integrations	Integrations	Update	HR Systems Integrations	NA
Talent Intelligence Platform	Custom Field mapping for candidate.veteran_status field should be setup	custom_fields_v2_candidate_veteran_status	#N/A	"Workday extraction: Built-in functions extract_candidate_veteran_status() in Workday adapters handle veteran status extraction
EEOC compliance: Used for Equal Employment Opportunity Commission reporting
Data sources: Extracted from application questionnaires and EEOC forms"		integrations	Integrations	Update	HR Systems Integrations	NA
Talent Intelligence Platform	RAAS List Reports for candidates should be setup	candidate_raas_list_report	#N/A	Workday extraction: Built-in functions extract_candidate_veteran_status() in Workday adapters handle veteran status extraction		integrations	Integrations	Update	HR Systems Integrations	NA
Talent Intelligence Platform	RAAS List Reports for positions should be setup	position_raas_list_report	#N/A	This must be setup to meet the sync lag SLA requirement for the entity_type: position		integrations	Integrations	Update	HR Systems Integrations	NA
Talent Intelligence Platform	internal_job_posting_sites should be configured	internal_job_posting_sites	#N/A	"Purpose: Defines which job board/posting site IDs are classified as internal (employee-only) job postings
Usage: Used alongside external_job_posting_sites to determine if a job posting is internal vs external
ATS systems: Used in Workday and Taleo (same systems as external_job_posting_sites)
Configuration path: enterprise_config → internal_job_posting_sites"		integrations	Integrations	Update	HR Systems Integrations	NA
Talent Intelligence Platform	external_job_posting_sites should be configured	external_job_posting_sites	#N/A	"Purpose: Defines which job board/posting site IDs are classified as external (public) job postings
Usage: Used to determine if a job posting is external vs internal when processing job data
ATS systems: Used in Workday, Taleo, SuccessFactors, and Greenhouse
Default value: ['_external'] for SuccessFactors
Configuration path: enterprise_config → external_job_posting_sites"		integrations	Integrations	Update	HR Systems Integrations	NA
Talent Intelligence Platform	add_application_sources referral source id value should be configured	add_application_sources_referral	#N/A	add_application_sources_referral maps applications with source_type: 'referral' to a specific value in ATS systems, ensuring referral applications are correctly tagged, while other ATS systems handle referrals differently. -  iCIMS and Jobvite		integrations	Integrations	Update	HR Systems Integrations	NA
Talent Intelligence Platform	add_application_sources employee source id value should be configured	add_application_sources_employee	#N/A	add_application_sources_employee maps source_type: 'employee' to a specific value in ATS systems, ensuring internal applications are correctly tagged, - iCIMS and Jobvite 		integrations	Integrations	Update	HR Systems Integrations	NA
Talent Intelligence Platform	add_application_sources applied source id value should be configured	add_application_sources_applied	#N/A	add_application_sources_applied maps source_type: 'applied' to a specific value in ATS systems, ensuring external applications are correctly tagged, - iCIMS and Jobvite 		integrations	Integrations	Update	HR Systems Integrations	NA
Talent Intelligence Platform	internal_app_regex.source_type in ATS Config should have current worker	internal_app_regex_source_type	#N/A	This check internal_app_regex_source_type is a configuration parameter that automatically classifies job applications as internal by matching the application's source_type field against a regex pattern (e.g., "internal" or "employee"), affecting analytics, reporting, and workflows, and is configured via integration_systems → [system-id] → internal_app_regex → source_type.		integrations	Integrations	Update	HR Systems Integrations	NA
Talent Intelligence Platform	career_site_source_id should be set in ats_config to send correct source during application writeback to SF	career_site_source_id	#N/A	This check career_site_source_id is a configuration parameter that tags applications from the company's career site or job board by setting the source ID in ATS systems ensuring accurate source tracking for applications submitted through PCS, typically configured via career_site_source_id in the ATS system. - SuccessFactors		integrations	Integrations	Update	HR Systems Integrations	NA
Talent Intelligence Platform	list_terminated_employees should be enabled	list_terminated_employees	#N/A	This check list_terminated_employees is a SuccessFactors-specific configuration flag that controls whether to include terminated/inactive employees when fetching employee data. - SuccessFactors		integrations	Integrations	Update	HR Systems Integrations	NA
Talent Intelligence Platform	stage_advance_using_odata should be enabled	stage_advance_using_odata	#N/A	The stage_advance_using_odata flag modernizes your SuccessFactors integration by switching from legacy APIs to the more capable OData API for application stage management operations. - SuccessFactors		integrations	Integrations	Update	HR Systems Integrations	NA
Talent Intelligence Platform	hide_skipped_statuses_in_application_trail should be enabled	hide_skipped_statuses_in_application_trail	#N/A	The hide_skipped_statuses_in_application_trail rule cleans up the application history by filtering out phantom stages that SuccessFactors automatically creates but that applications never actually visit, providing a more accurate and user-friendly view of the application journey. - SuccessFactor		integrations	Integrations	Update	HR Systems Integrations	NA
Talent Intelligence Platform	RAAS List Reports for questionnaires should be setup	questionnaire_raas_list_report	#N/A	This should be configured to auto generate questionnaires along with dependencies, this is useful for (A) customers using smart_apply and want to fetch questions from workday automatically and/or (B) customer needs correct question text to be available in application section of candidate profile(TA)		integrations	Integrations	Update	HR Systems Integrations	NA
Talent Intelligence Platform	Internal to external candidate conversion rule	internal_to_external_candidate_profile_conversion_rule	#N/A	This rule succeeds if internal to external candidate conversion is enabled in successfactors (SF). This is not a setting in Eightfold rather needs to be setup in SF. This rule needs manual exemption as there is no automated way to validate if the job is enabled.		integrations	Integrations	Update	HR Systems Integrations	NA
Talent Intelligence Platform	Reply to shouldn't be set to support@eightfold.ai by default.	reply_to_eightfold_support_email_validation	#N/A	This rule checks if the default reply to is set support@eightfold.ai. It should be modified to the customer's level 1 admin or support team. Only authorized team members can submit a support ticket to the Eightfold Support team. Consult the account CSM if unsure what email address to place here. 		support_health_check	Support Health Check	Update	Admin Console	NA
