SKU	Product Area	Rule Name	Rule ID	Config Reference	Description	Cursor Generated Description	Current Feature ID	Current Feature Name	Action to be taken	Feature Alignment	Updated Description (If needed)	Updates to rule logic (If needed)	Notes	Required changes	Progress
Talent Managment Core	Talent Management - Core	More than {{ metric_data_json.min_threshold }}% of employees should have manager email	employee_manager_email_quality		Checks whether most employees have a manager email defined. Manager emails are used to determine reporting structure, support org chart visualization, and enable permission controls based on managerial hierarchy.<br><br><h5>Impact of Failure</h5>If manager emails are missing, org charts may be incomplete, and manager-based workflows or permissions may not function as intended.	**Purpose:** Measures the percentage of employees with manager email defined. Manager relationships are required for org charts, manager-based permissions, and skill assessments (which often require manager input).<br><br>**Impact:** Missing manager emails break org chart visualization, affect manager-based permissions, and prevent manager-initiated assessments.<br><br>**To Fix:** Ensure manager_email is mapped from HRIS. Verify manager emails match valid user_login records. Check org hierarchy displays correctly in Career Hub.	base_tm	Basic TM	Update	Data Health	Checks that most employees have their manager's email address. Manager emails are needed to show who reports to whom, create org charts, and control access based on management levels. Impact of Failure Without manager emails, org charts will be incomplete, manager-based features won't work properly, and skills assessments (which require manager assessment) will be incomplete.				
Talent Managment Core	Talent Management - Core	Valid manager email	valid_manager_email		Checks whether most employees have a valid manager email assigned. A valid manager email must match the email of an existing employee profile. This is required to build accurate org charts and enforce permission rules based on managerial relationships.<br><br><h5>Impact of Failure</h5>If manager emails are missing or invalid, org charts may be incomplete, and features relying on manager-based permissions (like approvals and insights) may not function correctly.	**Purpose:** Validates that manager emails assigned to employees correspond to actual employee records in the system (not just that the field exists, but that it's valid).<br><br>**Impact:** Invalid manager emails break org chart chains and may cause permission issues for manager-based features.<br><br>**To Fix:** Run data quality report to identify invalid manager emails. Update manager references to valid employee emails. Ensure terminated managers are properly reassigned.	base_tm	Basic TM	Update	Data Health		Rule checks for the presence of an email. Absence of an email is treated as invalid. True email validity check would be checking for email domain name.			
Talent Managment Core	Talent Management - Core	More than {{ metric_data_json.min_threshold }}% of employees should not be thin profiles	employee_thin_profile_quality		Tracks the percentage of employees who do not have a thin profile. Ensuring complete employee profiles is important for accurate matching, recommendations, and workforce insights.<br><br><h5>Impact of Failure</h5>A high percentage of thin profiles limits the effectiveness of Talent Management features, reduces the quality of recommendations, and impacts analytics and reporting accuracy.	**Purpose:** Measures the percentage of employees who do NOT have thin (minimal) profiles. A thin profile lacks essential data like skills, experience details, or education.<br><br>**Impact:** High percentage of thin profiles reduces AI matching effectiveness, limits recommendations quality, and affects analytics accuracy.<br><br>**To Fix:** Enable Profile Assistant to help employees enrich profiles. Use resume parsing to auto-populate profile data. Run profile completeness campaigns. Set minimum profile requirements.	base_tm	Basic TM	Update	Data Health	The rule can be stated positively instead of negation. Eg: At least 95% of employees should have enriched profiles Rich employee profiles are essential for accurate job matching, high-quality recommendations, and meaningful workforce insights. Impact of Failure When too many employees have basic profiles with minimal information, Talent Management features become less effective, recommendations lose quality, and analytics become less accurate and useful. This metric passes when at least 95% of employees have enriched profiles.				
Talent Managment Core	Talent Management - Core	More than {{ metric_data_json.min_threshold }}% of courses should have skills	courses_with_skills_rule		Checks whether most courses have skills tagged. Skills are essential for delivering accurate course recommendations, enabling skill-based learning paths, and improving the relevance of suggestions within Talent Management workflows.<br><br><h5>Impact of Failure</h5>Courses without skills cannot be recommended effectively, reducing the quality of learning paths and personalized suggestions for employees.	**Purpose:** Similar to course_skills_count_rule - validates that courses have associated skills for filtering and recommendations.<br><br>**Impact:** Courses without skills reduce recommendation quality and cannot be used effectively in upskilling workflows.<br><br>**To Fix:** Navigate to Admin Console → Learning. Tag courses with skills. Enable skill inference if available from your LMS integration.	base_tm	Basic TM	Update	Data Health		The rule does not specifically track for presense of skills. This should be added.			
Talent Managment Core	Talent Management - Core	More than {{ metric_data_json.min_threshold }}% of courses should have title	courses_with_title_rule		Checks whether most courses have a title defined. Course titles are essential for identifying content, improving discoverability, and inferring skills that employees can learn from the course.<br><br><h5>Impact of Failure</h5>Courses without titles are difficult to identify and cannot be used effectively for recommendations, reducing engagement with learning resources.	**Purpose:** Validates that courses have titles defined. Titles are essential for identification and skill inference.<br><br>**Impact:** Courses without titles are difficult to identify and cannot have skills inferred from them.<br><br>**To Fix:** Ensure LMS integration provides course titles. Verify titles appear in course listings. Add missing titles manually if needed.	base_tm	Basic TM	Update	Data Health		The rule may not be working as expected. Even if course.title is present, the rule flags as fail.			
Talent Managment Core	Talent Management - Core	More than {{ metric_data_json.min_threshold }}% of courses should have relevant (50+ words) description	courses_with_description_rule		Checks whether most courses have a relevant description of at least 50 words. Course descriptions help employees understand course content and are used to infer skills associated with the course for recommendations.<br><br><h5>Impact of Failure</h5>Courses without sufficient descriptions are harder to discover, reduce learner engagement, and limit the platform's ability to map skills for personalized recommendations.	**Purpose:** Validates that courses have descriptions of at least 50 words. Rich descriptions help employees understand content and enable skill inference.<br><br>**Impact:** Courses without sufficient descriptions reduce engagement and limit AI skill inference capabilities.<br><br>**To Fix:** Add meaningful descriptions to courses via LMS. Include learning objectives, target audience, and key topics covered.	base_tm	Basic TM	Update	Data Health		The rule may not be working as expected. Even if course.description is present, the rule flags as fail.			
Talent Managment Core	Talent Management - Core	More than {{ metric_data_json.min_threshold }}% of projects should have title	projects_with_title_rule		Checks whether most projects have a title defined. Project titles are important for identifying and showcasing work, enabling discoverability and supporting career development conversations.<br><br><h5>Impact of Failure</h5>Projects without titles are harder to identify, reducing their visibility within employee profiles and limiting their use in growth and development planning.	**Purpose:** Validates that projects have titles defined for identification and discoverability.<br><br>**Impact:** Projects without titles are difficult to find and cannot be properly displayed in search results.<br><br>**To Fix:** Require titles when creating projects. Add titles to existing projects that lack them.	base_tm	Basic TM	Update	Data Health	Checks whether most projects have a title defined. Project titles are important for identifying and showcasing work, enabling discoverability and supporting career development conversations.<br><br><h5>Impact of Failure</h5>Projects without titles are harder to identify, reducing their visibility within employee profiles and limiting their use in growth and development planning.				
Talent Managment Core	Talent Management - Core	More than {{ metric_data_json.min_threshold }}% of projects should have description	projects_with_description_rule		Checks whether most projects have a description provided. Project descriptions add context to employees' work, making it easier to showcase contributions and align them with skill development and career goals.<br><br><h5>Impact of Failure</h5>Projects without descriptions provide limited value in profiles, reducing visibility in internal searches and weakening career development insights.	**Purpose:** Validates that projects have descriptions providing context about the work and skills developed.<br><br>**Impact:** Projects without descriptions provide limited value for showcasing employee work and capabilities.<br><br>**To Fix:** Add meaningful descriptions to projects describing objectives, responsibilities, and outcomes.	base_tm	Basic TM	Update	Data Health		Passing Rule needs to be reviewed. I found a rule that said 26 out of 64 had description. But the passing rule had 0 projects.			
Talent Managment Core	Talent Management - Core	Redirect to ATS	ijp_apply_redirect_url		Checks that the redirect URL configuration for job applications in Internal Mobility is set. If apply_through_api is not supported by the ATS, the system should redirect employees using apply_url_template or apply_url_config.<br><br><h5>Impact of Failure</h5>If not configured, employees may face issues applying to jobs, leading to application failures and frustration.	**Purpose:** Validates that the job application redirect URL is configured for Internal Mobility. This is required when apply_through_api is not supported and employees must be redirected to an external ATS.<br><br>**Impact:** Without proper redirect configuration, employees may encounter errors when applying to internal positions.<br><br>**To Fix:** Navigate to Admin Console → Talent Management → Internal Mobility → Application Flow. Configure apply_url_template with the correct ATS redirect URL pattern.	internal_mobility	Internal Mobility	Keep as is	Internal Mobility (One-Click Apply or redirect to ATS for employees)					
Talent Managment Core	Talent Management - Core	Careerhub employee max resume size bytes	careerhub_employee_max_resume_size_bytes		Ensures the maximum allowed resume upload size for job applications in Career Hub is configured. Setting this value prevents upload errors, enabling a smooth application experience for employees.<br><br><h5>Impact of Failure</h5>If not configured, users may encounter errors when uploading large resumes, leading to frustration and potential drop-offs during the application process.	**Purpose:** Validates that maximum resume upload size is configured for job applications, preventing upload errors for large files.<br><br>**Impact:** Without size configuration, employees may encounter errors uploading resumes, causing frustration and application dropoff.<br><br>**To Fix:** Navigate to Admin Console → Talent Management → Internal Mobility. Set max_resume_size_bytes (recommended: 10MB = 10485760 bytes).	base_tm	Basic TM	Update	Internal Mobility (One-Click Apply or redirect to ATS for employees)					Partial Complete
Talent Managment Core	Talent Management - Core	Careerhub employee allowed file extensions for resume	careerhub_employee_allowed_file_types		Ensures that the allowed file extensions for resume uploads are properly configured in Career Hub for employees. This prevents upload errors, ensures compatibility, and supports a seamless user experience during job applications.<br><br><h5>Impact of Failure</h5>If not configured, employees may encounter errors when uploading resumes, leading to frustration and lower participation in career site activities.	**Purpose:** Validates that allowed file types for resume uploads are configured (e.g., PDF, DOC, DOCX).<br><br>**Impact:** Without file type configuration, employees may be unable to upload resumes in common formats.<br><br>**To Fix:** Navigate to Admin Console → Talent Management → Internal Mobility. Configure allowed_file_extensions to include PDF, DOC, DOCX, RTF, TXT.	base_tm	Basic TM	Update	Internal Mobility (One-Click Apply or redirect to ATS for employees)					Partial Complete
Talent Managment Core	Talent Management - Core	Job Bands	job_bands		Ensures that job bands are configured to define the role hierarchy within the organization. They are essential for determining employee eligibility and supporting internal mobility workflows.<br><br><h5>Impact of Failure</h5>If job bands are missing or misconfigured, employees may not be matched to the right roles, and internal mobility rules may break.	**Purpose:** Validates that job bands are configured to define role hierarchy for internal mobility workflows.<br><br>**Impact:** Without job bands, eligibility rules cannot be applied and Career Navigator cannot determine appropriate career paths.<br><br>**To Fix:** Navigate to Admin Console → Talent Management → Internal Mobility. Configure job_bands matching your organization's job architecture.	base_tm	Basic TM	Update	Internal Mobility (One-Click Apply or redirect to ATS for employees)	Job bands must be set up to show the role levels in your organization. They help determine which employees qualify for which roles and enable internal job movement. Without proper job bands, employees won't be matched to the right positions and career navigation will not work as expected.				Partial Complete
Talent Managment Core	Talent Management - Core	Hiring Band Equivalance	hiring_band_equivalence		Ensures that hiring band equivalencies are defined to logically group job bands across levels. This supports accurate eligibility checks and enables employees to apply for roles outside their exact job band when appropriate.<br><br><h5>Impact of Failure</h5>Without equivalencies, eligibility rules may be applied inconsistently, limiting internal mobility and reducing confidence in recommendations.	**Purpose:** Validates that band equivalencies are defined to group job bands across career tracks (e.g., Individual Contributor 6 = Manager 2).<br><br>**Impact:** Without equivalencies, employees may not see eligible positions across different career tracks.<br><br>**To Fix:** Navigate to Admin Console → Talent Management → Internal Mobility. Configure hiring_band_equivalence to map equivalent levels across tracks.	base_tm	Basic TM	Update	Internal Mobility (One-Click Apply or redirect to ATS for employees)		Adding Navigation might help too: Talent Management > Internal Mobility			Partial Complete
Talent Managment Core	Talent Management - Core	Filter by hiring band	filter_by_hiring_band		Ensures that the hiring band filter is enabled on the employee home page. This filter shows employees only the jobs they are eligible for based on their band, improving the quality of recommendations.<br><br><h5>Impact of Failure</h5>If this filter is disabled (default is 0), employees may see jobs they are not eligible for, which can lead to confusion, lower engagement, and poor overall experience in the Career Hub.	**Purpose:** Validates that hiring band filtering is enabled on the employee home page, showing only jobs the employee is eligible for based on their band.<br><br>**Impact:** Without this filter, employees may see jobs they're not eligible for, leading to confusion and poor experience.<br><br>**To Fix:** Navigate to Admin Console → Talent Management → Internal Mobility. Set filter_by_hiring_band to enabled (1 or true).	base_tm	Basic TM	Update	Internal Mobility (One-Click Apply or redirect to ATS for employees)		Add the config where key is found:  Talent Management > Internal Mobiligy > hiring_band_filtering			Partial Complete
Talent Managment Core	Talent Management - Core	More than {{ metric_data_json.min_threshold }}% of employees should have their associated levels defined in Internal mobility config	employee_levels_in_internal_mobility_config_quality		Validates whether employee levels are defined in the internal mobility configuration. This setup is essential to determine the employee hierarchy and ensure correct eligibility, matching, and mobility features.<br><br><h5>Impact of Failure</h5>Missing level mappings in the configuration can disrupt job matching, seniority inference, and internal mobility workflows.	**Purpose:** Validates that employee levels are properly configured in Internal Mobility settings, enabling correct band-based job eligibility.<br><br>**Impact:** Without proper level configuration, employees may not see appropriate job opportunities.<br><br>**To Fix:** Navigate to Admin Console → Talent Management → Internal Mobility. Verify all employee levels are mapped in the configuration.	base_tm	Basic TM	Update	Internal Mobility (One-Click Apply or redirect to ATS for employees)	Validates whether employee levels are defined in the internal mobility configuration. This setup is essential to determine the employee mobility hierarchy and ensure correct eligibility, matching, and mobility features.<br><br><h5>Impact of Failure</h5>Missing level mappings in the configuration can disrupt job matching, seniority inference, and internal mobility workflows.	The rule employee_level_quality checks for absence of employee.level while the rule employee_levels_in_internal_mobility_config_quality checks for both absence and invalid levels. Potentially, we could eliminate the employee_level_quality rule.			Need More Info
Talent Managment Core	Talent Management - Core	Navigation link	mobile_app_top_nav		"Checks if the ""User Name"" type navigation link is configured for the mobile app to enable user navigation in the app interface.<br><br><h5>Impact of Failure</h5>If missing, users may not have appropriate navigation in the mobile app."	**Purpose:** Validates that navigation links are configured for the Career Hub mobile app.<br><br>**Impact:** Without navigation configuration, mobile app users cannot navigate effectively.<br><br>**To Fix:** Navigate to Admin Console → Talent Management → Career Hub. Configure mobile_app_top_nav settings.	mobile_app	Mobile app	Keep as is	Mobile App					
Talent Managment Leader Experience Add-on	Talent Management -Leader Experience	More than {{ metric_data_json.min_threshold }}% of employees should have manager email	employee_manager_email_quality		Checks whether most employees have a manager email defined, which is essential for building accurate org charts and enabling manager-based data permissions in Talent Management workflows.<br><br><h5>Impact of Failure</h5>Missing manager emails disrupt org chart generation, reduce reporting accuracy, and limit manager-based workflows.	**Purpose:** Measures the percentage of employees with manager email defined. Manager relationships are required for org charts, manager-based permissions, and skill assessments (which often require manager input).<br><br>**Impact:** Missing manager emails break org chart visualization, affect manager-based permissions, and prevent manager-initiated assessments.<br><br>**To Fix:** Ensure manager_email is mapped from HRIS. Verify manager emails match valid user_login records. Check org hierarchy displays correctly in Career Hub.	org_chart	My Team/Org Chart	Update	My Team View 					
Talent Managment Leader Experience Add-on	Talent Management -Leader Experience	More than {{ metric_data_json.min_threshold }}% of employees should have manager_id	employee_manager_id_quality		Checks whether most employees have a manager_userid defined, which is critical for generating accurate org charts and enabling manager-based workflows in Talent Management.<br><br><h5>Impact of Failure</h5>Missing manager_userid prevents the system from constructing org charts and disrupts manager-based reporting and workflows.	**Purpose:** Validates that employees have manager_userid defined, which is the unique identifier linking employees to their managers in the org hierarchy.<br><br>**Impact:** Missing manager IDs prevent accurate org chart construction and break manager-based workflows like succession planning access.<br><br>**To Fix:** Map manager_userid from HRIS (often the manager's employee ID). Verify IDs match existing employee records. Test org chart navigation.	org_chart	My Team/Org Chart	Update	My Team View 					
Talent Managment Leader Experience Add-on	Talent Management -Leader Experience	Projects global search	global_search_project		Ensures projects are integrated into Global Search so employees can search for project opportunities using platform-wide filters.<br><br><h5>Impact of Failure</h5>Without this, employees may be unable to find relevant projects, reducing participation in project-based development.	**Purpose:** Validates that projects are included in Global Search for discoverability.<br><br>**Impact:** Without global search integration, projects are harder to discover across the platform.<br><br>**To Fix:** Navigate to Admin Console → Talent Management → Global Search. Enable projects in searchable entity types.	project_marketplace	Project marketplace	Update	Projects					Partial Complete
Talent Managment Leader Experience Add-on	Talent Management -Leader Experience	Projects explore	explore_project		"Ensures the ""Projects Explore"" feature is configured, allowing employees to browse and discover projects aligned with their interests and skills.<br><br><h5>Impact of Failure</h5>If not enabled, employees may struggle to find suitable project opportunities."	**Purpose:** Validates that Project exploration is enabled in Career Hub, allowing employees to discover project opportunities.<br><br>**Impact:** Without project exploration, employees cannot find relevant project opportunities for development.<br><br>**To Fix:** Navigate to Admin Console → Talent Management → Career Hub → Explore. Enable project exploration.	project_marketplace	Project marketplace	Update	Projects					Partial Complete
Talent Managment Leader Experience Add-on	Talent Management -Leader Experience	Projects feed	project_order_of_feeds		"Checks whether the ""Recommended Projects"" feed is configured in the order of feeds, ensuring employees see project recommendations on their Career Hub home page.<br><br><h5>Impact of Failure</h5>Without this feed, employees may miss project opportunities relevant to their development goals."	**Purpose:** Validates that Recommended Projects feed is configured in the Career Hub home page order, ensuring project recommendations are visible.<br><br>**Impact:** Without this configuration, employees may miss project opportunities on their home page.<br><br>**To Fix:** Navigate to Admin Console → Talent Management → Career Hub → Home Page. Add 'recommended_projects' to the feed order.	project_marketplace	Project marketplace	Update	Projects					Partial Complete
Talent Managment Leader Experience Add-on	Talent Management -Leader Experience	Upskilling tab exists under own profile page	upskilling_display_config		Checks whether the Upskilling tab is configured under the employee's profile page for organization-led upskilling workflows in Career Hub.<br><br><h5>Impact of Failure</h5>Without this configuration, employees will not see the Upskilling tab, limiting access to org-led upskilling plans.	**Purpose:** Ensures the Upskilling tab is visible on the employee profile page, providing access to upskilling plans, recommended courses, and skill development activities.<br><br>**Impact:** If missing, employees cannot view or manage their upskilling plans from their profile, reducing engagement with learning and development initiatives.<br><br>**To Fix:** Navigate to Admin Console → Talent Management → Career Hub → Profile Page. Add 'upskilling' to the tabs configuration. For org-led upskilling, also verify template management is accessible to HRBPs/Talent Admins.	org_led_upskilling	Org led upskilling	Update	Skills Development		 repurpose this as a check for that the template management option is available to the HRBP/Talent admin? 			
Talent Managment Leader Experience Add-on	Talent Management -Leader Experience	Upskilling top nav	upskilling_top_nav		Checks whether the Upskilling link is present in the top navigation bar in Career Hub to allow easy access to upskilling opportunities.<br><br><h5>Impact of Failure</h5>If not configured, employees will not see the Upskilling link in the top navigation, reducing discoverability and usage of upskilling features.	**Purpose:** Validates that the Upskilling link appears in Career Hub's top navigation bar, enabling quick access to upskilling features.<br><br>**Impact:** Without navigation visibility, employees may not discover upskilling features, reducing adoption and participation in development programs.<br><br>**To Fix:** Navigate to Admin Console → Talent Management → Career Hub → Navigation. Add 'upskilling' to the top navigation items. Configure display order and label.	org_led_upskilling	Org led upskilling	Update	Skills Development	Checks whether the Upskilling link is present in the top navigation bar when org led upskilling is enabled in Career Hub to allow easy access to upskilling opportunities.<br><br><h5>Impact of Failure</h5>If not configured, employees will not see the Upskilling link in the top navigation, reducing discoverability and usage of upskilling features.	This is only relevant when using org led upskilling 			
Talent Managment Core	Talent Management - Core	Position fq	smart_apply_position_fq		Ensures the position filter query (fq) is configured for Smart Apply in Career Site and Referrals, allowing proper filtering of positions during referral and application workflows.<br><br><h5>Impact of Failure</h5>Without this configuration, referrals and applications may surface irrelevant positions, reducing the effectiveness of Smart Referrals.	**Purpose:** Validates that the position filter query (fq) is configured for Smart Apply and Referrals, ensuring only appropriate positions appear.<br><br>**Impact:** Without this configuration, referrals may surface irrelevant or closed positions.<br><br>**To Fix:** Navigate to Admin Console → Talent Management → Referrals. Configure position_fq to filter for open, referral-eligible positions.	smart_referrals	Referrals	Update	Smart Referrals					Partial Complete
Talent Managment Core	Talent Management - Core	Navbar My Referrals	navbar_my_referrals		"Checks whether the ""My Referrals"" section is present in the Career Hub navigation bar, allowing employees to view and manage their referrals easily.<br><br><h5>Impact of Failure</h5>Without this section, employees may be unable to track their referral activities, reducing participation in referral programs."	"**Purpose:** Validates that ""My Referrals"" appears in Career Hub navigation, allowing employees to track their referrals.<br><br>**Impact:** Without navigation visibility, employees cannot easily track referral activities and rewards.<br><br>**To Fix:** Navigate to Admin Console → Talent Management → Career Hub → Navigation. Add 'my_referrals' to navigation items."	smart_referrals	Referrals	Update	Smart Referrals					Partial Complete
Talent Managment Core	Talent Management - Core	My referrals config	myreferrals_config		"Ensures the ""My Referrals"" configuration is present within Career Hub, enabling employees to access and manage their referrals effectively.<br><br><h5>Impact of Failure</h5>Without this configuration, employees will not have visibility into their referrals, limiting engagement in referral workflows."	**Purpose:** Validates that My Referrals configuration is present, enabling referral tracking and management.<br><br>**Impact:** Without configuration, employees cannot view or manage their referral submissions.<br><br>**To Fix:** Navigate to Admin Console → Talent Management → Career Hub. Configure my_referrals section with appropriate settings.	smart_referrals	Referrals	Update	Smart Referrals					Partial Complete
Talent Managment Leader Experience Add-on	Talent Management -Leader Experience	Employee role quality	employee_role_quality		Checks whether employees are assigned to roles in Talent Design, which is necessary for identifying required skills and aligning them with succession planning and development workflows.<br><br><h5>Impact of Failure</h5>Without role assignments, the system cannot determine required skills for employees, reducing the accuracy of planning and upskilling workflows.	**Purpose:** Validates that employees are assigned to roles in Talent Design, which is necessary for identifying required skills and succession planning.<br><br>**Impact:** Employees without role assignments cannot have their skill gaps identified or be considered for succession plans.<br><br>**To Fix:** Ensure employee-to-role mapping via job codes. Verify roles exist in Talent Design for all job codes. Check mapping in employee profiles.	succession_planning_jie_enabled	Succession Planning JIE enabled	Update	Succession Planning					
Talent Managment Leader Experience Add-on	Talent Management -Leader Experience	More than {{ metric_data_json.min_threshold }}% of roles should have at least 3 skills	role_skills_quality		Checks whether most roles have at least 3 skills defined, ensuring role requirements are captured accurately for succession planning and recommendations in Talent Management workflows.<br><br><h5>Impact of Failure</h5>Roles with fewer than 3 skills will reduce the quality of recommendations and benchmarking across succession planning workflows.	**Purpose:** Measures the percentage of roles with at least 3 skills defined. Skills on roles enable accurate matching for succession planning.<br><br>**Impact:** Roles with fewer than 3 skills reduce matching accuracy and limit the effectiveness of succession recommendations.<br><br>**To Fix:** Navigate to Admin Console → Talent Design → Roles. Add relevant skills to each role (recommend 5-10 skills per role).	succession_planning_jie_enabled	Succession Planning JIE enabled	Update	Succession Planning					
Talent Managment Leader Experience Add-on	Talent Management -Leader Experience	HRBP users quality	hrbp_users_rule		Checks that users with HRBP (Human Resources Business Partner) permissions are created to access HRBP features within the system.<br><br><h5>Impact of Failure</h5>Without HRBP user assignments, HRBP-specific features will not be accessible to the intended users, limiting HR's ability to manage and oversee talent processes.	**Purpose:** Validates that users with HRBP permissions are created and configured to access HRBP features.<br><br>**Impact:** Without HRBP user assignments, succession planning and talent management features are inaccessible to HR teams.<br><br>**To Fix:** Navigate to Admin Console → Provisioning → Manage HRBP Users. Assign HRBP permissions with appropriate BU/Location scope.	succession_planning_jie_enabled	Succession Planning JIE enabled	Update	Succession Planning					
Talent Managment Leader Experience Add-on	Talent Management -Leader Experience	Position only plan	position_only_plan		Ensures the 'Position Only Succession Plan' configuration is enabled within Succession Planning, which restricts planning to position-based succession workflows.<br><br><h5>Impact of Failure</h5>Without this configuration, the system will not enforce position-only planning, which may cause misalignment with organizational planning policies.	**Purpose:** Validates that position-only succession planning is configured when the organization uses position-based (not role-based) succession.<br><br>**Impact:** Without this configuration, succession planning may not align with organizational planning approach.<br><br>**To Fix:** Navigate to Admin Console → Talent Management → Succession Planning. Enable position_only_plan if using position-based succession.	succession_planning_jie_disabled	Succession Planning JIE disabled	Update	Succession Planning					
Talent Managment Leader Experience Add-on	Talent Management -Leader Experience	Employee role quality	employee_role_quality		Checks whether employees are assigned to roles in Talent Design, necessary for identifying required skills and aligning employees with succession and development plans.<br><br><h5>Impact of Failure</h5>Without accurate role assignments, the system cannot infer required skills for employees, impacting succession planning and development workflows.	**Purpose:** Validates that employees are assigned to roles in Talent Design, which is necessary for identifying required skills and succession planning.<br><br>**Impact:** Employees without role assignments cannot have their skill gaps identified or be considered for succession plans.<br><br>**To Fix:** Ensure employee-to-role mapping via job codes. Verify roles exist in Talent Design for all job codes. Check mapping in employee profiles.	succession_planning_jie_disabled	Succession Planning JIE disabled	Update	Succession Planning					
Talent Managment Leader Experience Add-on	Talent Management -Leader Experience	HRBP users quality	hrbp_users_rule		Checks whether users with HRBP (Human Resources Business Partner) permissions have been created to access HRBP features in the system.<br><br><h5>Impact of Failure</h5>Without HRBP user assignments, HRBP-specific features will be inaccessible, limiting HR's ability to support talent processes effectively.	**Purpose:** Validates that users with HRBP permissions are created and configured to access HRBP features.<br><br>**Impact:** Without HRBP user assignments, succession planning and talent management features are inaccessible to HR teams.<br><br>**To Fix:** Navigate to Admin Console → Provisioning → Manage HRBP Users. Assign HRBP permissions with appropriate BU/Location scope.	succession_planning_jie_disabled	Succession Planning JIE disabled	Update	Succession Planning					
Talent Managment Leader Experience Add-on	Talent Management -Leader Experience	Talent hub config	talent_hub_config		"Ensures the ""Talent Hub"" configuration is present, allowing HRBPs to access the Talent Hub view for managing team planning and succession workflows.<br><br><h5>Impact of Failure</h5>If not configured, HRBPs will be unable to use Talent Hub features for talent management."	**Purpose:** Validates that Talent Hub configuration is present, enabling HRBPs to access team planning and succession workflows.<br><br>**Impact:** Without configuration, HRBPs cannot access Talent Hub features for talent management.<br><br>**To Fix:** Navigate to Admin Console → Talent Management → Career Hub. Configure talent_hub section for HRBP access.	manager_view	Talent Hub View (for HRBP)	Update	Succession Planning					
Talent Managment Leader Experience Add-on	Talent Management -Leader Experience	Team planning tab order	talent_hub_tab_order		"Ensures the ""Talent Hub"" tab order is configured to display team planning tabs correctly within the HRBP Talent Hub view.<br><br><h5>Impact of Failure</h5>If not configured, the Talent Hub may display tabs in an incorrect or confusing order for HRBPs."	**Purpose:** Validates that Talent Hub tab order is configured correctly for intuitive HRBP navigation.<br><br>**Impact:** Incorrect tab order may confuse HRBPs and reduce efficiency.<br><br>**To Fix:** Navigate to Admin Console → Talent Management → Career Hub. Configure tab order in talent_hub settings.	manager_view	Talent Hub View (for HRBP)	Update	Succession Planning					
Talent Managment Leader Experience Add-on	Talent Management -Leader Experience	Team table column order	team_table_order		Ensures the team planning table columns are displayed in the correct order within the Talent Hub view for HRBPs.<br><br><h5>Impact of Failure</h5>If not configured, HRBPs may find the team planning table confusing or misaligned with workflow needs.	**Purpose:** Validates that team table column order is configured for the Talent Hub view.<br><br>**Impact:** Without proper column order, the team planning table may be confusing for HRBPs.<br><br>**To Fix:** Navigate to Admin Console → Talent Management → Career Hub. Configure team_table column order.	manager_view	Talent Hub View (for HRBP)	Update	Succession Planning					
Talent Managment Leader Experience Add-on	Talent Management -Leader Experience	Team table column config	team_table_column_config		Ensures the team table column configuration is aligned with the defined column order in the Talent Hub for HRBPs.<br><br><h5>Impact of Failure</h5>If misaligned, the team table may display incorrect columns or cause confusion for HRBPs managing talent planning.	**Purpose:** Validates that team table columns are properly configured and aligned with the defined order.<br><br>**Impact:** Misaligned columns can cause confusion in the team planning interface.<br><br>**To Fix:** Navigate to Admin Console → Talent Management → Career Hub. Verify column configuration matches column order.	manager_view	Talent Hub View (for HRBP)	Update	Succession Planning					
Talent Managment Leader Experience Add-on	Talent Management -Leader Experience	Profile search data fields	profile_search_data_fields		Ensures the profile search data fields are configured correctly for the HRBP Talent Hub view, aligning with the team table configuration for effective profile search.<br><br><h5>Impact of Failure</h5>Incorrect configuration may lead to incomplete or inaccurate search results within the Talent Hub.	**Purpose:** Validates that profile search fields are configured for Talent Hub, enabling effective employee search.<br><br>**Impact:** Without proper field configuration, HRBPs may not be able to search effectively in Talent Hub.<br><br>**To Fix:** Navigate to Admin Console → Talent Management → Career Hub. Configure search fields in talent_hub settings.	manager_view	Talent Hub View (for HRBP)	Update	Succession Planning					
Talent Managment Leader Experience Add-on	Talent Management -Leader Experience	Talent hub filter order	talent_hub_filter_order		Ensures the filter order within the Talent Hub is configured correctly for HRBPs, supporting effective filtering during team planning and succession workflows.<br><br><h5>Impact of Failure</h5>If not configured, filters may appear in an illogical order, reducing usability for HRBPs.	**Purpose:** Validates that filter order is configured in Talent Hub for logical HRBP workflow.<br><br>**Impact:** Illogical filter order reduces usability and efficiency for HRBPs.<br><br>**To Fix:** Navigate to Admin Console → Talent Management → Career Hub. Configure filter order in talent_hub settings.	manager_view	Talent Hub View (for HRBP)	Update	Succession Planning					
Talent Managment Leader Experience Add-on	Talent Management -Leader Experience	Talent hub search filters	talent_hub_search_filters		Ensures the search filters within the Talent Hub are configured correctly to support effective filtering by HRBPs during talent planning workflows.<br><br><h5>Impact of Failure</h5>If not configured, HRBPs may experience missing or incorrect filters, making it difficult to search and analyze employee data.	**Purpose:** Validates that search filters are configured in Talent Hub for effective talent analysis.<br><br>**Impact:** Missing or incorrect filters limit HRBPs' ability to analyze employee data.<br><br>**To Fix:** Navigate to Admin Console → Talent Management → Career Hub. Configure search_filters in talent_hub settings.	manager_view	Talent Hub View (for HRBP)	Update	Succession Planning					
