SKU	Product Area	Feature Alignment	Rule Name	Rule ID	Config Reference	Description	Impact	Current Feature Name	Current Feature ID	Action	Notes
Talent Acquisition Core	Talent Acquisition - Core	Interview Feedback	Interview Feedback Configuration Enabled	feedback_config_enabled_cs	Interview feedback not configured. Go to integrations/interview_feedback_config and set enabled: true.	Ensures that interview feedback feature is configured and enabled, allowing interviewers to submit structured feedback.	Interview feedback cannot be collected without configuration.			New/Add	
Talent Acquisition Core	Talent Acquisition - Core	Smart Scheduling	Timezone	scheduling_timezone		Ensures a default interview timezone is configured for scenarios where user-defined or calendar-specific timezones are unavailable. This avoids scheduling errors and confusion caused by timezone mismatches.	Missing timezone configuration can lead to scheduling inaccuracies, affecting candidate and interviewer availability.	Scheduling	smart_scheduling	Update	
Talent Acquisition Core	Talent Acquisition - Core	Smart Scheduling	Schedule action	standard_schedule_action		Ensures the scheduling action is enabled on the profile or pipeline page, allowing recruiters to initiate interview scheduling directly.	If not enabled, recruiters cannot initiate the scheduling process, leading to delays and inefficiencies in interview coordination.	Scheduling	smart_scheduling	Update	
Talent Acquisition Core	Talent Acquisition - Core	Smart Scheduling	Scheduling Integration Configured	scheduling_integration_configured_cs	Calendar integration not configured. Go to integrations/scheduling_config and configure: 1. Calendar provider (Google/Outlook/Exchange) 2. OAuth credentials or API keys 3. Service account or connection settings 4. Test the integration to verify connectivity	Ensures that calendar integration is configured with provider credentials. Integration is required for checking availability and creating calendar events.	System cannot create calendar events or check interviewer availability.			New/Add	Calendar integration doesn't require provider credentials setup. Check: Branding Config, Company Name, Calendar Provider, Availability, minSchedulingNoticeSeconds, Preferences, interviewDurationOptions
Talent Acquisition Core	Talent Acquisition - Core	Smart Scheduling	Scheduling Center Filter Configuration	scheduling_center_filter_config_cs		Ensures that filters in the Scheduling Center (hiring manager, location, etc.) have appropriate facet limits and autocomplete configurations to display all relevant options.	Users may only see a limited subset of hiring managers or locations in filters, making it difficult to find and schedule interviews for all positions.			New/Add	Default config not exposed in Admin Console. May get consistent pass/fail depending on check logic
Talent Acquisition Core	Talent Acquisition - Core	Smart Scheduling	Scheduling Templates Configured	scheduling_templates_exist_cs	Scheduling templates not found. Go to integrations/scheduling_config and create at least one template with: 1. Template name 2. Interview duration 3. Interview type/stage 4. Required participants	Ensures that scheduling templates are configured, defining interview types, durations, and participant roles.	Interviews cannot be scheduled without templates defining the structure.			New/Add	
Talent Acquisition Core	Talent Acquisition - Core	Smart Scheduling	Scheduling Template Permissions	scheduling_template_permissions_cs		Ensures that role permissions for scheduling templates are correctly configured. Users with 'perm_admin_email_scheduling_templates' should be able to view, edit, and manage all scheduling templates.	Users may not be able to edit templates even when they have the correct permission, blocking scheduling workflow setup and management.			New/Add	
Talent Acquisition Core	Talent Acquisition - Core	Smart Scheduling	Scheduling Configuration Enabled	scheduling_config_enabled_cs	Scheduling configuration not enabled. Go to integrations/scheduling_config and set enabled: true.	Ensures that smart scheduling feature is configured and enabled, allowing automated interview scheduling.	Interview scheduling features cannot be used without configuration.			New/Add	
Talent Acquisition Core	Talent Acquisition - Core	Smart Scheduling	Calendar Provider	enabled_for_scheduling		Ensures a calendar provider (e.g., Google Calendar, Microsoft Outlook 365) is configured to enable seamless interview scheduling and synchronization with interviewers' and candidates' calendars.	Without a configured calendar provider, the system cannot synchronize interviews, requiring manual scheduling and leading to inefficiencies.	Scheduling	smart_scheduling	Update	
Talent Acquisition Core	Talent Acquisition - Core	Workflow Automation	Workflow Automation Configuration Enabled	workflow_automation_enabled_cs	Workflow automation not enabled. Go to integrations/workflow_automation_config and set enabled: true.	Ensures that workflow automation feature is configured and enabled, allowing creation of automated candidate workflows.	Workflow automation features are not available to users.			New/Add	
Talent Acquisition Core	Talent Acquisition - Core	Workflow Automation	Workflow Triggers Configured	workflow_triggers_valid_cs	Workflow triggers not configured. Go to workflows and configure triggers with: 1. Valid trigger event (stage_change, application_submitted, etc.) 2. Trigger conditions 3. Associated workflow actions	Ensures that at least one workflow trigger is configured. Triggers define when workflows execute (stage change, application, etc.).	Workflows cannot execute without trigger configuration.			New/Add	
Talent Acquisition Core	Talent Acquisition - Core	Chrome Extension	Communities disabled text	extension_communities_disabled_text		Configures a clear and actionable message displayed when the Communities feature is disabled, ensuring users understand why it is unavailable and what steps they can take.	Without this configuration, users may be confused about the feature's unavailability, leading to frustration or support tickets.	Chrome Extension	chrome_extension	Keep as is	
Talent Acquisition Core	Talent Acquisition - Core	Chrome Extension	Reminder action	extension_reminder_action		Ensures that reminders set by users on a candidate's profile are visible across all platforms, including the EF extension, to prevent duplicate outreach or conflicting engagements. This feature enables team-wide collaboration and reduces redundant communication.	Without this configuration, team members may unknowingly duplicate efforts, resulting in poor candidate experience and inefficient use of sourcing resources.	Chrome Extension	chrome_extension	Keep as is	
Talent Acquisition Core	Talent Acquisition - Core	Chrome Extension	App config	app_configs		Ensures that the hostname is set in the app_configs section of extension config for linkedin, naukri and github.	Missing hostname configuration can prevent proper interaction with specific websites, impacting functionality such as profile parsing and candidate engagement.	Chrome Extension	chrome_extension	Keep as is	
Talent Acquisition Core	Talent Acquisition - Core	Chrome Extension	Actions	extension_actions		Ensures that all actions and sub-actions are correctly set up so recruiters and sourcers have a smooth, intuitive experience managing candidates. These actions include saving candidates, updating statuses, setting reminders, and performing other key functions within the platform and browser extensions.	If actions are missing or misconfigured, recruiters may be unable to manage candidates efficiently, leading to workflow delays, errors, and reduced team collaboration.	Chrome Extension	chrome_extension	Update	
Talent Acquistion CRM Add-On	Talent Acquisition - Event Recruiting	Event Recruiting	Event Recruiting Configuration Enabled	event_config_enabled_cs	Event recruiting not enabled. Go to integrations/planned_event_config and set enabled: true.	Ensures that event recruiting feature is configured and enabled, allowing creation and management of recruiting events.	Event recruiting features are not accessible.			New/Add	
Talent Acquistion CRM Add-On	Talent Acquisition - Event Recruiting	Event Recruiting	Event Stages Configured	event_stages_configured_cs	Event stages not configured. Go to integrations/planned_event_workflow_config and define event stages (e.g., Registered, Attended, Interviewed, Shortlisted).	Ensures that event-specific pipeline stages are configured, defining how candidates progress through event recruiting.	Candidates in events cannot be moved through stages without configuration.			New/Add	
Talent Acquistion CRM Add-On	Talent Acquisition - Event Recruiting	Event Recruiting	Event Home Configuration Valid	event_home_config_valid_cs	Event home configuration invalid. Go to integrations/planned_event_home_config and configure display settings for event listing.	Ensures that event home configuration is set up, controlling how events are displayed and listed in the UI.	Events list may not display correctly to recruiters.			New/Add	
Talent Acquistion CRM Add-On	Talent Acquisition - Event Recruiting	Event Recruiting	Event Assessment Error Message Capture	event_assessment_error_capture_cs		Ensures that when assessment requests fail and candidates are moved to Assessment Error stage, the error message is captured in the candidate's external_custom_info and displayed in the Assessment Error view.	Recruiters cannot see why assessment requests failed, making it difficult to troubleshoot and retry assessments, leading to candidate pipeline delays.			New/Add	
Talent Acquistion CRM Add-On	Talent Acquisition - Event Recruiting	Event Recruiting	Event Assessment Trigger Configuration	event_assessment_trigger_config_cs		Ensures that event assessment triggers are configured to pass all required fields to external assessment systems, including action_user_email, regardless of whether triggered from event pipeline or position pipeline.	Assessment triggers may fail or send incomplete data to third-party systems, preventing proper tracking of who initiated assessments and breaking downstream reporting.			New/Add	
Talent Acquistion CRM Add-On	Talent Acquisition - Smart Campaigns	Smart Campaigns	Smart Campaigns Configuration Enabled	campaign_config_enabled_cs	Smart campaigns not enabled. Go to integrations/campaign_config and set enabled: true.	Ensures that smart campaigns feature is configured and enabled, allowing creation of candidate nurture campaigns.	Campaign features are not accessible to users.			New/Add	
Talent Acquistion CRM Add-On	Talent Acquisition - Smart Campaigns	Smart Campaigns	Campaign Email Templates Configured	campaign_email_templates_exist_cs	Campaign templates not found. Go to integrations/email_templates and create templates for campaign use (tagged as campaign_email).	Ensures that email templates specific to campaigns are configured for candidate outreach.	Campaigns cannot send emails without templates.			New/Add	System should check for at least 1 associated campaign template is configured in the system
Talent Acquistion CRM Add-On	Talent Acquisition - Talent Communities	Talent Communities	Talent Communities Configuration Enabled	community_config_enabled_cs	Talent communities not enabled. Go to integrations/community_home_config and set enabled: true.	Ensures that talent communities feature is configured and enabled, allowing creation and management of talent pools.	Talent communities features are not accessible.			New/Add	
Talent Acquistion CRM Add-On	Talent Acquisition - Talent Communities	Talent Communities	Community Pipeline Stages Configured	community_stages_configured_cs	Community stages not configured. Go to integrations/community_workflow_config and define stages for community member progression.	Ensures that community pipeline stages are configured, defining how candidates progress within talent communities.	Community members cannot be managed through stages.			New/Add	
Talent Acquistion CRM Add-On	Talent Acquisition - Talent Communities	Talent Communities	Community Home	community_home		This rule verifies that the Community Home page is correctly configured by ensuring the presence and validity of the key objects, available_filters, filter_to_fq_data_map, and columns in community_home_config.	These configurations ensure the Community Home page functions as a unified dashboard for recruiters to manage and analyze all talent communities. Missing components can render the feature non-functional or significantly impair talent sourcing.	Talent communities	talent_communities	Update	Currently only checks available_filters. Should also check filter_to_fq_data_map and columns
Talent Acquistion CRM Add-On	Talent Acquisition - Talent Communities	Talent Communities	Community workflows	cummunity_workflows		Verifies that community_workflow_config is defined per community type with a valid display_name and non-empty workflow steps.	Ensures Community pipelines render and function correctly, stages appear in the UI, community types display consistently, and stage progressions/automations work. Without this, communities can't progress prospects or reflect status, breaking sourcing workflows.	Talent communities	talent_communities	Update	
Talent Managment Core	Talent Management - Core	Core Talent Management (Employee Profiles and Career Hub homepage)	Profile skills quality	profile_skills_quality		Checks whether at least 75% of employee profiles have at least one skill added, ensuring profiles are enriched for recommendations and skill-based workflows.	Insufficient skills on profiles will reduce the effectiveness of recommendations and insights across Talent Management modules.	Employee Skills Dashboard	employee_skills_dashboard	Update	
Talent Managment Core	Talent Management - Core	Core Talent Management (Employee Profiles and Career Hub homepage)	Recommended Jobs	recommended_jobs_filter_list		Ensures the filter list for recommended jobs in Career Hub is configured. This feed shows jobs personalized for the employee based on their profile and preferences.	If not configured, employees may receive irrelevant job recommendations, reducing engagement with the Career Hub.	Recommendation Feeds	recommendation_feeds	Update	
Talent Managment Core	Talent Management - Core	Core Talent Management (Employee Profiles and Career Hub homepage)	Similar People	similar_people_filter_list		Ensures the filter list for similar people recommendations in Career Hub is configured. This feature shows employees other people with similar current or target titles for networking and exploration.	If not configured, employees may see irrelevant recommendations or fail to see potential peers, reducing the utility of Career Hub.	Recommendation Feeds	recommendation_feeds	Update	
Talent Managment Core	Talent Management - Core	Core Talent Management (Employee Profiles and Career Hub homepage)	Career Hub Home Page Card Configuration	career_hub_home_page_cards_cs	Home page feature cards may be disabled. Go to integrations/career_hub_base_config > product_configs > employee and verify: 1. In 'home_page_config' > 'cards', enable desired feature cards 2. For Mentors: ensure 'recommended_mentors' card is enabled 3. For Courses: ensure 'recommended_courses' card is enabled 4. For Career Navigator: ensure 'career_navigator_tour' card is enabled 5. Check card display order and personalization settings	Ensures that key Career Hub feature cards are enabled and visible on the employee home page, including Mentors, Courses, Career Navigator Tour, and other discovery features.	Important Career Hub features are not visible to employees on their home page, reducing feature discoverability and adoption.			Update	
Talent Managment Core	Talent Management - Core	Core Talent Management (Employee Profiles and Career Hub homepage)	Employee Engagement Enabled	employee_engagement_enabled		Checks whether employee engagement features are enabled in Career Hub to track and encourage participation in upskilling/development plan workflows.	If not enabled, employee engagement tracking and related workflows will not function, reducing visibility into participation.	Skill Assessments v2	skill_assessments_v2	Update	
Talent Managment Core	Talent Management - Core	Core Talent Management (Employee Profiles and Career Hub homepage)	Employee Hiring Bands	employee_hiring_bands		Ensures that employee hiring bands are set up and linked to the correct seniority levels in the calibration settings. This aligns employees and roles by level, enabling accurate search, recommendations, and analytics.	Missing or incorrect bands can lead to mismatched job recommendations, broken filters, inaccurate seniority-based indexing, and will also affect mentorship recommendations if hiring bands are not configured.	Basic TM	base_tm	Update	
Talent Managment Core	Talent Management - Core	Skills Development	Upskilling tab exists under own profile page	upskilling_display_config		Checks whether the Upskilling tab is configured to appear under the employee's own profile page, enabling employees to view and manage upskilling plans within Career Hub.	If not configured, employees will not see the Upskilling tab, reducing visibility into upskilling opportunities.	Upskilling	upskilling	Update	
Talent Managment Core	Talent Management - Core	Courses	Skills across all courses	course_skills_count_rule		Tracks the percentage of courses with associated skills, ensuring course suggestions for upskilling plans, career navigator paths & course recommendations are relevant and skills-based.	Low skill mapping reduces the effectiveness of course recommendations across TM.	Learning/ Courses	courses	Update	
Talent Managment Core	Talent Management - Core	Courses	My courses	my_courses		Ensures the 'My Courses' section is available in the Career Hub navigation bar, providing employees with access to assigned, in-progress, and completed courses in one place.	If missing, employees may struggle to track learning progress or locate relevant courses, reducing participation in development initiatives.	Learning/ Courses	courses	Keep as is	
Talent Managment Core	Talent Management - Core	Courses	Courses explore	explore_course		Ensures the 'Courses Explore' feature is enabled, allowing employees to browse and search for courses using various filters to discover learning opportunities aligned with their goals.	If not enabled, employees may struggle to find relevant courses, reducing participation in learning initiatives.	Learning/ Courses	courses	Keep as is	
Talent Managment Core	Talent Management - Core	Courses	Courses global search	global_search_course		Ensures courses are integrated into Global Search, allowing employees to find relevant courses alongside other entities within the platform.	If not enabled, employees may find it difficult to search for courses, reducing participation in development programs.	Learning/ Courses	courses	Keep as is	
Talent Managment Core	Talent Management - Core	Data Health	More than {{ metric_data_json.min_threshold }}% of employees should have level	employee_level_quality		Checks whether most employees have a level defined in their profiles. Levels are used to infer employee seniority and help auto-initialize roles with the appropriate seniority for planning and mobility workflows.	Missing level data affects seniority inference, which can break key features like matching, recommendations, and role creation logic.	Basic TM	base_tm	Update	
Talent Managment Core	Talent Management - Core	Data Health	More than {{ metric_data_json.min_threshold }}% of employees should have their associated levels defined in Internal mobility config	employee_levels_in_internal_mobility_config_quality		Checks if employee levels are defined in the Internal Mobility configuration, which is critical for role hierarchy and accurate matching in Career Navigator.	Missing level configurations can lead to incorrect eligibility calculations and limit internal mobility workflows.	Career Navigator	career_navigator	Update	
Talent Managment Core	Talent Management - Core	Data Health	More than {{ metric_data_json.min_threshold }}% of employees should have job code	employee_job_code_quality		Checks whether employees have job codes defined in their profiles. Job codes are critical in Talent Management for succession planning, Career Navigator, and linking employees to roles. They also help auto-initialize roles based on employee count.	If job codes are missing, role mapping and initialization may fail, affecting downstream workflows like succession tracking and internal mobility visibility.	Basic TM	base_tm	Update	
Talent Managment Core	Talent Management - Core	Data Health	Employee business unit quality	employee_business_unit_quality		Checks whether most employees have a Business Unit (BU) defined in their profiles. This field is essential for organizational grouping, permissioning, analytics, and segmentation in Talent Management workflows.	Missing Business Unit values can lead to misaligned access permissions, broken analytics, and ineffective organizational grouping in the platform.	Basic TM	base_tm	Update	
Talent Managment Core	Talent Management - Core	Data Health	More than {{ metric_data_json.min_threshold }}% of positions should have hiring_band	position_hiring_band_data_quality		Checks whether most positions have a hiring band defined. Hiring bands are critical for enabling job recommendations within the eligible band range, based on the employee's level.	Missing hiring band data prevents accurate job recommendations and breaks band-based eligibility logic in Career Hub workflows.	Basic TM	base_tm	Update	
Talent Managment Core	Talent Management - Core	Data Health	More than {{ metric_data_json.min_threshold }}% of employees should have location	employee_location_quality		Checks whether most employees have a location defined in their profile. Employee location is essential for accurate job recommendations, geo-based insights, and experience personalization.	Missing location data limits personalized experiences, reduces relevance of job recommendations, and may affect location-based reporting and permissions.	Basic TM	base_tm	Update	
Talent Managment Core	Talent Management - Core	Data Health	More than {{ metric_data_json.min_threshold }}% of employees should have hiring_date	employee_hiring_date_quality		Checks whether most employees have a hiring date defined in their profile. Hiring date is essential for tenure calculations, workforce analysis, and insights related to attrition and experience.	Missing hiring dates can impact employee tenure analytics, reduce accuracy of workforce reports, and affect downstream features such as retention tracking.	Basic TM	base_tm	Update	
Talent Managment Core	Talent Management - Core	Data Health	More than {{ metric_data_json.min_threshold }}% of employees should have seniority level	employee_current_title_seniority_quality		Checks whether most employees have a seniority level derived from their current title. Seniority is essential for talent management workflows, influencing job recommendations, benchmarking, and succession planning.	Missing seniority levels can lead to inaccurate matching, ineffective internal mobility recommendations, and breakdowns in career pathing logic.	Basic TM	base_tm	Update	
Talent Managment Core	Talent Management - Core	Data Health	More than {{ metric_data_json.min_threshold }}% of employees should have lob (Line of Business)	employee_division_quality		Checks whether most employees have a defined division (Line of Business). Division data is crucial for understanding employee roles and for auto-initializing role business functions in career and mobility workflows.	Missing division (LOB) values may result in inaccurate role mapping and broken logic for career pathing, recommendations, and workforce planning.	Basic TM	base_tm	Update	
Talent Managment Core	Talent Management - Core	Data Health	More than {{ metric_data_json.min_threshold }}% of roles should have job code	role_job_code_quality		Checks whether most roles have a job code defined. Job codes uniquely identify roles and enable Talent Management products to map employees to the correct roles and support accurate succession, pipeline, and mobility workflows.	Missing job codes for roles can break employee-role mapping, reduce matching accuracy, and affect downstream processes that rely on role uniqueness.	Basic TM	base_tm	Update	
Talent Managment Core	Talent Management - Core	Data Health	More than {{ metric_data_json.min_threshold }}% of roles should have titles	role_title_quality		Checks whether most roles have titles defined. Titles are critical for all roles as they drive recommendations and support matching in Talent Management modules like Career Navigator.	Missing role titles can break job matching, reduce recommendation quality, and impact visibility in career planning workflows.	Basic TM	base_tm	Update	
Talent Managment Core	Talent Management - Core	Data Health	More than {{ metric_data_json.min_threshold }}% of roles should have an associated level	role_level_quality		Checks whether most roles have an associated level defined. Levels help determine role seniority and hierarchy, supporting accurate recommendations and career pathing in Talent Management modules like Career Navigator.	Missing role levels can break seniority inference, reduce the effectiveness of matching and recommendations, and affect career planning workflows.	Basic TM	base_tm	Update	
Talent Managment Core	Talent Management - Core	Data Health	More than {{ metric_data_json.min_threshold }}% of roles should have their associated levels defined in Internal mobility config	role_levels_in_internal_mobility_config_quality		Checks whether most roles have their associated levels defined in the Internal Mobility configuration. This setup is critical for understanding role hierarchy and supporting eligibility, matching, and internal mobility workflows.	Missing role levels in the configuration can lead to incorrect eligibility checks, poor matching, and breakdowns in career planning workflows.	Basic TM	base_tm	Update	
Talent Managment Core	Talent Management - Core	Data Health	More than {{ metric_data_json.min_threshold }}% of roles should have business function	role_lob_quality		Checks whether most roles have a business function defined. Business functions help determine the domain of a role and influence job recommendations and matching in Career Navigator and other Talent Management modules.	Missing business function data can reduce the quality of recommendations, affect domain-based matching, and break role grouping in career planning workflows.	Basic TM	base_tm	Update	
Talent Managment Core	Talent Management - Core	Data Health	More than {{ metric_data_json.min_threshold }}% of projects should have skills	projects_with_skills_rule		Checks whether most projects have skills tagged. Associating skills with projects helps showcase employee capabilities, supports accurate skill mapping, and improves internal mobility and development planning.	Projects without skills reduce the platform's ability to infer employee capabilities, impacting skill-based recommendations and visibility in internal searches.	Basic TM	base_tm	Update	
Talent Managment Core	Talent Management - Core	Data Health	More than {{ metric_data_json.min_threshold }}% of employees should have manager email	employee_manager_email_quality		Checks that most employees have their manager's email address. Manager emails are needed to show who reports to whom, create org charts, and control access based on management levels.	Without manager emails, org charts will be incomplete, manager-based features won't work properly, and skills assessments (which require manager assessment) will be incomplete.	Basic TM	base_tm	Update	
Talent Managment Core	Talent Management - Core	Data Health	Valid manager email	valid_manager_email		Checks whether most employees have a valid manager email assigned. A valid manager email must match the email of an existing employee profile. This is required to build accurate org charts and enforce permission rules based on managerial relationships.	If manager emails are missing or invalid, org charts may be incomplete, and features relying on manager-based permissions (like approvals and insights) may not function correctly.	Basic TM	base_tm	Update	Rule checks for the presence of an email. Absence of an email is treated as invalid. True email validity check would be checking for email domain name.
Talent Managment Core	Talent Management - Core	Data Health	More than {{ metric_data_json.min_threshold }}% of employees should not be thin profiles	employee_thin_profile_quality		Rich employee profiles are essential for accurate job matching, high-quality recommendations, and meaningful workforce insights.	When too many employees have basic profiles with minimal information, Talent Management features become less effective, recommendations lose quality, and analytics become less accurate and useful. This metric passes when at least 95% of employees have enriched profiles.	Basic TM	base_tm	Update	The rule can be stated positively instead of negation. Eg: At least 95% of employees should have enriched profiles
Talent Managment Core	Talent Management - Core	Data Health	More than {{ metric_data_json.min_threshold }}% of courses should have skills	courses_with_skills_rule		Checks whether most courses have skills tagged. Skills are essential for delivering accurate course recommendations, enabling skill-based learning paths, and improving the relevance of suggestions within Talent Management workflows.	Courses without skills cannot be recommended effectively, reducing the quality of learning paths and personalized suggestions for employees.	Basic TM	base_tm	Update	The rule does not specifically track for presense of skills. This should be added.
Talent Managment Core	Talent Management - Core	Data Health	More than {{ metric_data_json.min_threshold }}% of courses should have title	courses_with_title_rule		Checks whether most courses have a title defined. Course titles are essential for identifying content, improving discoverability, and inferring skills that employees can learn from the course.	Courses without titles are difficult to identify and cannot be used effectively for recommendations, reducing engagement with learning resources.	Basic TM	base_tm	Update	The rule may not be working as expected. Even if course.title is present, the rule flags as fail.
Talent Managment Core	Talent Management - Core	Data Health	More than {{ metric_data_json.min_threshold }}% of courses should have relevant (50+ words) description	courses_with_description_rule		Checks whether most courses have a relevant description of at least 50 words. Course descriptions help employees understand course content and are used to infer skills associated with the course for recommendations.	Courses without sufficient descriptions are harder to discover, reduce learner engagement, and limit the platform's ability to map skills for personalized recommendations.	Basic TM	base_tm	Update	The rule may not be working as expected. Even if course.description is present, the rule flags as fail.
Talent Managment Core	Talent Management - Core	Data Health	More than {{ metric_data_json.min_threshold }}% of projects should have title	projects_with_title_rule		Checks whether most projects have a title defined. Project titles are important for identifying and showcasing work, enabling discoverability and supporting career development conversations.	Projects without titles are harder to identify, reducing their visibility within employee profiles and limiting their use in growth and development planning.	Basic TM	base_tm	Update	
Talent Managment Core	Talent Management - Core	Data Health	More than {{ metric_data_json.min_threshold }}% of projects should have description	projects_with_description_rule		Checks whether most projects have a description provided. Project descriptions add context to employees' work, making it easier to showcase contributions and align them with skill development and career goals.	Projects without descriptions provide limited value in profiles, reducing visibility in internal searches and weakening career development insights.	Basic TM	base_tm	Update	Passing Rule needs to be reviewed. I found a rule that said 26 out of 64 had description. But the passing rule had 0 projects.
Talent Managment Core	Talent Management - Core	Internal Mobility (One-Click Apply or redirect to ATS for employees)	Redirect to ATS	ijp_apply_redirect_url		Checks that the redirect URL configuration for job applications in Internal Mobility is set. If apply_through_api is not supported by the ATS, the system should redirect employees using apply_url_template or apply_url_config.	If not configured, employees may face issues applying to jobs, leading to application failures and frustration.	Internal Mobility	internal_mobility	Keep as is	
Talent Managment Core	Talent Management - Core	Internal Mobility (One-Click Apply or redirect to ATS for employees)	Careerhub employee max resume size bytes	careerhub_employee_max_resume_size_bytes		Ensures the maximum allowed resume upload size for job applications in Career Hub is configured. Setting this value prevents upload errors, enabling a smooth application experience for employees.	If not configured, users may encounter errors when uploading large resumes, leading to frustration and potential drop-offs during the application process.	Basic TM	base_tm	Update	
Talent Managment Core	Talent Management - Core	Internal Mobility (One-Click Apply or redirect to ATS for employees)	Careerhub employee allowed file extensions for resume	careerhub_employee_allowed_file_types		Ensures that the allowed file extensions for resume uploads are properly configured in Career Hub for employees. This prevents upload errors, ensures compatibility, and supports a seamless user experience during job applications.	If not configured, employees may encounter errors when uploading resumes, leading to frustration and lower participation in career site activities.	Basic TM	base_tm	Update	
Talent Managment Core	Talent Management - Core	Internal Mobility (One-Click Apply or redirect to ATS for employees)	Job Bands	job_bands		Job bands must be set up to show the role levels in your organization. They help determine which employees qualify for which roles and enable internal job movement.	Without proper job bands, employees won't be matched to the right positions and career navigation will not work as expected.	Basic TM	base_tm	Update	
Talent Managment Core	Talent Management - Core	Internal Mobility (One-Click Apply or redirect to ATS for employees)	Hiring Band Equivalance	hiring_band_equivalence		Ensures that hiring band equivalencies are defined to logically group job bands across levels. This supports accurate eligibility checks and enables employees to apply for roles outside their exact job band when appropriate.	Without equivalencies, eligibility rules may be applied inconsistently, limiting internal mobility and reducing confidence in recommendations.	Basic TM	base_tm	Update	Adding Navigation might help: Talent Management > Internal Mobility
Talent Managment Core	Talent Management - Core	Internal Mobility (One-Click Apply or redirect to ATS for employees)	Filter by hiring band	filter_by_hiring_band		Ensures that the hiring band filter is enabled on the employee home page. This filter shows employees only the jobs they are eligible for based on their band, improving the quality of recommendations.	If this filter is disabled (default is 0), employees may see jobs they are not eligible for, which can lead to confusion, lower engagement, and poor overall experience in the Career Hub.	Basic TM	base_tm	Update	Add the config where key is found: Talent Management > Internal Mobility > hiring_band_filtering
Talent Managment Core	Talent Management - Core	Mobile App	Navigation link	mobile_app_top_nav		Checks if the 'User Name' type navigation link is configured for the mobile app to enable user navigation in the app interface.	If missing, users may not have appropriate navigation in the mobile app.	Mobile app	mobile_app	Keep as is	
Talent Managment Core	Talent Management - Core	Smart Referrals	Position fq	smart_apply_position_fq		Ensures the position filter query (fq) is configured for Smart Apply in Career Site and Referrals, allowing proper filtering of positions during referral and application workflows.	Without this configuration, referrals and applications may surface irrelevant positions, reducing the effectiveness of Smart Referrals.	Referrals	smart_referrals	Update	
Talent Managment Core	Talent Management - Core	Smart Referrals	Navbar My Referrals	navbar_my_referrals		Checks whether the 'My Referrals' section is present in the Career Hub navigation bar, allowing employees to view and manage their referrals easily.	Without this section, employees may be unable to track their referral activities, reducing participation in referral programs.	Referrals	smart_referrals	Update	
Talent Managment Core	Talent Management - Core	Smart Referrals	My referrals config	myreferrals_config		Ensures the 'My Referrals' configuration is present within Career Hub, enabling employees to access and manage their referrals effectively.	Without this configuration, employees will not have visibility into their referrals, limiting engagement in referral workflows.	Referrals	smart_referrals	Update	
Talent Managment Leader Experience Add-on	Talent Management - Leader Experience	Assessments 2.0	Skill proficiencies	skill_proficiences		Checks whether skill proficiency tracking is configured for Skill Assessments when role skills are enabled in Career Hub.	Without this configuration, tracking employee proficiency in role-related skills during assessments will not function, reducing upskilling effectiveness.	Skill Assessments v2 with role skills enabled	skill_assessments_v2_with_role_skills	Update	
Talent Managment Leader Experience Add-on	Talent Management - Leader Experience	Assessments 2.0	Skill assessments	profile_page_skill_assessments		Checks whether Skill Assessments are configured on the employee profile page, enabling direct access for employees to complete assessments aligned with role skills.	If not configured, employees will not see Skill Assessments on their profiles, reducing participation and tracking.	Skill Assessments v2 with role skills enabled	skill_assessments_v2_with_role_skills	Update	
Talent Managment Leader Experience Add-on	Talent Management - Leader Experience	Assessments 2.0	Skill assessment access check enabled	skill_assessment_default_access		Checks whether access checks for Skill Assessments are enabled in Career Hub, allowing controlled access to assessment workflows.	Without this configuration, skill assessments may not respect access rules, leading to inconsistent user experience.	Skill Assessments v2	skill_assessments_v2	Update	
Talent Managment Leader Experience Add-on	Talent Management - Leader Experience	My Team View	More than {{ metric_data_json.min_threshold }}% of employees should have manager email	employee_manager_email_quality_myteam		Checks whether most employees have a manager email defined, which is essential for building accurate org charts and enabling manager-based data permissions in Talent Management workflows.	Missing manager emails disrupt org chart generation, reduce reporting accuracy, and limit manager-based workflows.	My Team/Org Chart	org_chart	Update	
Talent Managment Leader Experience Add-on	Talent Management - Leader Experience	My Team View	More than {{ metric_data_json.min_threshold }}% of employees should have manager_id	employee_manager_id_quality		Checks whether most employees have a manager_userid defined, which is critical for generating accurate org charts and enabling manager-based workflows in Talent Management.	Missing manager_userid prevents the system from constructing org charts and disrupts manager-based reporting and workflows.	My Team/Org Chart	org_chart	Update	
Talent Managment Leader Experience Add-on	Talent Management - Leader Experience	Projects	Projects global search	global_search_project		Ensures projects are integrated into Global Search so employees can search for project opportunities using platform-wide filters.	Without this, employees may be unable to find relevant projects, reducing participation in project-based development.	Project marketplace	project_marketplace	Update	
Talent Managment Leader Experience Add-on	Talent Management - Leader Experience	Projects	Projects explore	explore_project		Ensures the 'Projects Explore' feature is configured, allowing employees to browse and discover projects aligned with their interests and skills.	If not enabled, employees may struggle to find suitable project opportunities.	Project marketplace	project_marketplace	Update	
